# TOPAS/Geant4 C-12 stopping power in G4_BONE_COMPACT_ICRU (electronic dE/dx)
# Extracted via CarbonStoppingPowerNtuple / G4EmCalculator; not Bethe-Bloch development table.
energy_MeVu,stopping_power_MeV_per_mm
80.91,52.6973
81.01,52.648
81.11,52.5988
81.21,52.5497
81.31,52.5008
81.41,52.4519
81.51,52.4032
81.61,52.3546
81.71,52.3061
81.81,52.2577
81.91,52.2094
82.01,52.1612
82.11,52.1131
82.21,52.0652
82.31,52.0173
82.41,51.9696
82.51,51.922
82.61,51.8745
82.71,51.827
82.81,51.7797
82.91,51.7325
83.01,51.6854
83.11,51.6385
83.21,51.5916
83.31,51.5448
83.41,51.4981
83.51,51.4516
83.61,51.4051
83.71,51.3587
83.81,51.3125
83.91,51.2663
84.01,51.2203
84.11,51.1743
84.21,51.1285
84.31,51.0827
84.41,51.0371
84.51,50.9916
84.61,50.9461
84.71,50.9008
84.81,50.8555
84.91,50.8104
85.01,50.7653
85.11,50.7204
85.21,50.6756
85.31,50.6308
85.41,50.5862
85.51,50.5416
85.61,50.4972
85.71,50.4528
85.81,50.4086
85.91,50.3644
86.01,50.3203
86.11,50.2764
86.21,50.2325
86.31,50.1887
86.41,50.145
86.51,50.1014
86.61,50.0579
86.71,50.0145
86.81,49.9712
86.91,49.928
87.01,49.8849
87.11,49.8419
87.21,49.7989
87.31,49.7561
87.41,49.7133
87.51,49.6707
87.61,49.6281
87.71,49.5856
87.81,49.5432
87.91,49.5009
88.01,49.4587
88.11,49.4166
88.21,49.3746
88.31,49.3326
88.41,49.2908
88.51,49.249
88.61,49.2073
88.71,49.1657
88.81,49.1242
88.91,49.0828
89.01,49.0415
89.11,49.0003
89.21,48.9591
89.31,48.918
89.41,48.8771
89.51,48.8362
89.61,48.7953
89.71,48.7546
89.81,48.714
89.91,48.6734
90.01,48.633
90.11,48.5926
90.21,48.5523
90.31,48.512
90.41,48.4719
90.51,48.4319
90.61,48.3919
90.71,48.352
90.81,48.3122
90.91,48.2725
91.01,48.2328
91.11,48.1933
91.21,48.1538
91.31,48.1144
91.41,48.0751
91.51,48.0358
91.61,47.9967
91.71,47.9576
91.81,47.9186
91.91,47.8797
92.01,47.8408
92.11,47.8021
92.21,47.7634
92.31,47.7248
92.41,47.6862
92.51,47.6478
92.61,47.6094
92.71,47.5711
92.81,47.5329
92.91,47.4948
93.01,47.4567
93.11,47.4187
93.21,47.3808
93.31,47.343
93.41,47.3052
93.51,47.2675
93.61,47.2299
93.71,47.1924
93.81,47.1549
93.91,47.1175
94.01,47.0802
94.11,47.043
94.21,47.0058
94.31,46.9687
94.41,46.9317
94.51,46.8948
94.61,46.8579
94.71,46.8211
94.81,46.7844
94.91,46.7478
