# TOPAS/Geant4 C-12 electronic stopping power in Water_75eV; 0.01+0.1*n MeV/u grid.
energy_MeVu,stopping_power_MeV_per_mm
110.51,24.2795
110.61,24.2635
110.71,24.2474
110.81,24.2314
110.91,24.2155
111.01,24.1995
111.11,24.1836
111.21,24.1677
111.31,24.1519
111.41,24.1361
111.51,24.1203
111.61,24.1045
111.71,24.0887
111.81,24.073
111.91,24.0573
112.01,24.0416
112.11,24.026
112.21,24.0104
112.31,23.9948
112.41,23.9792
112.51,23.9637
112.61,23.9482
112.71,23.9327
112.81,23.9172
112.91,23.9018
113.01,23.8864
113.11,23.871
113.21,23.8556
113.31,23.8403
113.41,23.825
113.51,23.8097
113.61,23.7945
113.71,23.7792
113.81,23.764
113.91,23.7488
114.01,23.7337
114.11,23.7186
114.21,23.7034
114.31,23.6884
114.41,23.6733
114.51,23.6583
114.61,23.6433
114.71,23.6283
114.81,23.6133
114.91,23.5984
115.01,23.5835
115.11,23.5686
115.21,23.5538
115.31,23.5389
115.41,23.5241
115.51,23.5093
115.61,23.4946
115.71,23.4798
115.81,23.4651
115.91,23.4504
116.01,23.4358
116.11,23.4211
116.21,23.4065
116.31,23.3919
116.41,23.3773
116.51,23.3628
116.61,23.3483
116.71,23.3338
116.81,23.3193
116.91,23.3049
117.01,23.2904
117.11,23.276
117.21,23.2616
117.31,23.2473
117.41,23.2329
117.51,23.2186
117.61,23.2043
117.71,23.1901
117.81,23.1758
117.91,23.1616
118.01,23.1474
118.11,23.1332
118.21,23.1191
118.31,23.105
118.41,23.0909
118.51,23.0768
118.61,23.0627
118.71,23.0487
118.81,23.0347
118.91,23.0207
119.01,23.0067
119.11,22.9927
119.21,22.9788
119.31,22.9649
119.41,22.951
119.51,22.9372
119.61,22.9233
119.71,22.9095
119.81,22.8957
119.91,22.8819
120.01,22.8682
120.11,22.8545
120.21,22.8407
120.31,22.8271
120.41,22.8134
120.51,22.7997
120.61,22.7861
120.71,22.7725
120.81,22.7589
120.91,22.7454
121.01,22.7319
121.11,22.7183
121.21,22.7048
121.31,22.6914
121.41,22.6779
121.51,22.6645
121.61,22.6511
121.71,22.6377
121.81,22.6243
121.91,22.611
122.01,22.5976
122.11,22.5843
122.21,22.571
122.31,22.5578
122.41,22.5445
122.51,22.5313
122.61,22.5181
122.71,22.5049
122.81,22.4918
122.91,22.4786
123.01,22.4655
123.11,22.4524
123.21,22.4393
123.31,22.4263
123.41,22.4132
123.51,22.4002
123.61,22.3872
123.71,22.3742
123.81,22.3613
123.91,22.3483
124.01,22.3354
124.11,22.3225
124.21,22.3096
124.31,22.2967
124.41,22.2839
124.51,22.2711
124.61,22.2583
124.71,22.2455
124.81,22.2327
124.91,22.22
125.01,22.2073
125.11,22.1945
125.21,22.1819
125.31,22.1692
125.41,22.1565
125.51,22.1439
125.61,22.1313
125.71,22.1187
125.81,22.1061
125.91,22.0936
126.01,22.0811
126.11,22.0685
126.21,22.056
126.31,22.0436
126.41,22.0311
126.51,22.0187
126.61,22.0063
126.71,21.9938
126.81,21.9815
126.91,21.9691
127.01,21.9568
127.11,21.9444
127.21,21.9321
127.31,21.9198
127.41,21.9076
127.51,21.8953
127.61,21.8831
127.71,21.8708
127.81,21.8586
127.91,21.8465
128.01,21.8343
128.11,21.8222
128.21,21.81
128.31,21.7979
128.41,21.7858
128.51,21.7738
128.61,21.7617
128.71,21.7497
128.81,21.7376
128.91,21.7256
129.01,21.7137
129.11,21.7017
129.21,21.6897
129.31,21.6778
129.41,21.6659
129.51,21.654
129.61,21.6421
129.71,21.6303
129.81,21.6184
129.91,21.6066
130.01,21.5948
130.11,21.583
130.21,21.5712
130.31,21.5595
130.41,21.5477
130.51,21.536
130.61,21.5243
130.71,21.5126
130.81,21.5009
130.91,21.4893
131.01,21.4776
131.11,21.466
131.21,21.4544
131.31,21.4428
131.41,21.4312
131.51,21.4197
131.61,21.4082
131.71,21.3966
131.81,21.3851
131.91,21.3736
132.01,21.3622
132.11,21.3507
132.21,21.3393
132.31,21.3279
132.41,21.3165
132.51,21.3051
132.61,21.2937
132.71,21.2823
132.81,21.271
132.91,21.2597
133.01,21.2484
133.11,21.2371
133.21,21.2258
133.31,21.2146
133.41,21.2033
133.51,21.1921
133.61,21.1809
133.71,21.1697
133.81,21.1585
133.91,21.1473
134.01,21.1362
134.11,21.1251
134.21,21.114
134.31,21.1029
134.41,21.0918
134.51,21.0807
134.61,21.0697
134.71,21.0586
134.81,21.0476
134.91,21.0366
135.01,21.0256
135.11,21.0146
135.21,21.0037
135.31,20.9927
135.41,20.9818
135.51,20.9709
135.61,20.96
135.71,20.9491
135.81,20.9382
135.91,20.9274
136.01,20.9166
136.11,20.9057
136.21,20.8949
136.31,20.8841
136.41,20.8734
136.51,20.8626
136.61,20.8519
136.71,20.8411
136.81,20.8304
136.91,20.8197
137.01,20.809
137.11,20.7984
137.21,20.7877
137.31,20.7771
137.41,20.7664
137.51,20.7558
137.61,20.7452
137.71,20.7346
137.81,20.7241
137.91,20.7135
138.01,20.703
138.11,20.6925
138.21,20.682
138.31,20.6715
138.41,20.661
138.51,20.6505
138.61,20.6401
138.71,20.6296
138.81,20.6192
138.91,20.6088
139.01,20.5984
139.11,20.588
139.21,20.5777
139.31,20.5673
139.41,20.557
139.51,20.5466
139.61,20.5363
139.71,20.526
139.81,20.5158
139.91,20.5055
140.01,20.4952
140.11,20.485
140.21,20.4748
140.31,20.4646
140.41,20.4544
140.51,20.4442
140.61,20.434
140.71,20.4239
140.81,20.4137
140.91,20.4036
141.01,20.3935
141.11,20.3834
141.21,20.3733
141.31,20.3632
141.41,20.3532
141.51,20.3431
141.61,20.3331
141.71,20.3231
141.81,20.3131
141.91,20.3031
142.01,20.2931
142.11,20.2831
142.21,20.2732
142.31,20.2632
142.41,20.2533
142.51,20.2434
142.61,20.2335
142.71,20.2236
142.81,20.2137
142.91,20.2039
143.01,20.194
143.11,20.1842
143.21,20.1744
143.31,20.1646
143.41,20.1548
143.51,20.145
143.61,20.1352
143.71,20.1255
143.81,20.1157
143.91,20.106
144.01,20.0963
144.11,20.0866
144.21,20.0769
144.31,20.0672
144.41,20.0575
144.51,20.0479
144.61,20.0382
144.71,20.0286
144.81,20.019
144.91,20.0094
145.01,19.9998
145.11,19.9902
145.21,19.9807
145.31,19.9711
145.41,19.9616
145.51,19.9521
145.61,19.9425
145.71,19.933
145.81,19.9235
145.91,19.9141
146.01,19.9046
146.11,19.8952
146.21,19.8857
146.31,19.8763
146.41,19.8669
146.51,19.8575
146.61,19.8481
146.71,19.8387
146.81,19.8293
146.91,19.82
147.01,19.8106
147.11,19.8013
147.21,19.792
147.31,19.7827
147.41,19.7734
147.51,19.7641
147.61,19.7548
147.71,19.7456
147.81,19.7363
147.91,19.7271
148.01,19.7179
148.11,19.7087
148.21,19.6995
148.31,19.6903
148.41,19.6811
148.51,19.672
148.61,19.6628
148.71,19.6537
148.81,19.6445
148.91,19.6354
149.01,19.6263
149.11,19.6172
149.21,19.6081
149.31,19.5991
149.41,19.59
149.51,19.581
149.61,19.5719
149.71,19.5629
149.81,19.5539
149.91,19.5449
150.01,19.5359
150.11,19.5269
150.21,19.518
150.31,19.509
150.41,19.5001
150.51,19.4911
150.61,19.4822
150.71,19.4733
150.81,19.4644
150.91,19.4555
151.01,19.4466
151.11,19.4378
151.21,19.4289
151.31,19.4201
151.41,19.4113
151.51,19.4024
151.61,19.3936
151.71,19.3848
151.81,19.376
151.91,19.3673
152.01,19.3585
152.11,19.3498
152.21,19.341
152.31,19.3323
152.41,19.3236
152.51,19.3149
152.61,19.3062
152.71,19.2975
152.81,19.2888
152.91,19.2801
153.01,19.2715
153.11,19.2628
153.21,19.2542
153.31,19.2456
153.41,19.237
153.51,19.2283
153.61,19.2198
153.71,19.2112
153.81,19.2026
153.91,19.194
154.01,19.1855
154.11,19.177
154.21,19.1684
154.31,19.1599
154.41,19.1514
154.51,19.1429
154.61,19.1344
154.71,19.126
154.81,19.1175
154.91,19.109
155.01,19.1006
