# TOPAS 4.2.p3 / Geant4 11.3.2 Copper ion macroscopic inelastic cross sections.
atomic_number,mass_number,energy_MeVu,macroscopic_inelastic_cross_section_per_mm,mean_free_path_mm
2,4,254.01,0.00865144,115.588
2,4,255.01,0.00864971,115.611
2,4,256.01,0.00864802,115.633
2,4,257.01,0.00864637,115.655
2,4,258.01,0.00864477,115.677
2,4,259.01,0.00864321,115.698
2,4,260.01,0.00864169,115.718
2,4,261.01,0.00864022,115.738
2,4,262.01,0.00863878,115.757
2,4,263.01,0.00863739,115.776
2,4,264.01,0.00863604,115.794
2,4,265.01,0.00863472,115.811
2,4,266.01,0.00863345,115.829
2,4,267.01,0.00863221,115.845
2,4,268.01,0.00863102,115.861
2,4,269.01,0.00862986,115.877
2,4,270.01,0.00862874,115.892
2,4,271.01,0.00862765,115.906
2,4,272.01,0.0086266,115.92
2,4,273.01,0.00862559,115.934
2,4,274.01,0.00862461,115.947
2,4,275.01,0.00862367,115.96
2,4,276.01,0.00862277,115.972
2,4,277.01,0.00862189,115.984
2,4,278.01,0.00862106,115.995
2,4,279.01,0.00862025,116.006
2,4,280.01,0.00861948,116.016
2,4,281.01,0.00861874,116.026
2,4,282.01,0.00861803,116.036
2,4,283.01,0.00861736,116.045
2,4,284.01,0.00861671,116.054
2,4,285.01,0.0086161,116.062
2,4,286.01,0.00861552,116.07
2,4,287.01,0.00861497,116.077
2,4,288.01,0.00861445,116.084
2,4,289.01,0.00861396,116.091
2,4,290.01,0.0086135,116.097
2,4,291.01,0.00861306,116.103
2,4,292.01,0.00861266,116.108
2,4,293.01,0.00861228,116.113
2,4,294.01,0.00861193,116.118
2,4,295.01,0.00857663,116.596
2,4,296.01,0.00857662,116.596
2,4,297.01,0.00857663,116.596
2,4,298.01,0.00857667,116.595
2,4,299.01,0.00857673,116.595
2,4,300.01,0.00857681,116.593
2,4,301.01,0.00857691,116.592
2,4,302.01,0.00857703,116.59
2,4,303.01,0.00857718,116.588
2,4,304.01,0.00857735,116.586
2,4,305.01,0.00857753,116.584
2,4,306.01,0.00857774,116.581
2,4,307.01,0.00857797,116.578
2,4,308.01,0.00857822,116.574
2,4,309.01,0.00857849,116.571
2,4,310.01,0.00857878,116.567
2,4,311.01,0.00857909,116.563
2,4,312.01,0.00857942,116.558
2,4,313.01,0.00857977,116.553
2,4,314.01,0.00858013,116.548
2,4,315.01,0.00858052,116.543
2,4,316.01,0.00858093,116.538
2,4,317.01,0.00858135,116.532
2,4,318.01,0.0085818,116.526
2,4,319.01,0.00858226,116.519
2,4,320.01,0.00858274,116.513
2,4,321.01,0.00858324,116.506
2,4,322.01,0.00858376,116.499
2,4,323.01,0.00858429,116.492
2,4,324.01,0.00858485,116.484
2,4,325.01,0.00858542,116.477
2,4,326.01,0.00858601,116.469
2,4,327.01,0.00858661,116.46
2,4,328.01,0.00858724,116.452
2,4,329.01,0.00858788,116.443
2,4,330.01,0.00858853,116.434
2,4,331.01,0.00858921,116.425
2,4,332.01,0.0085899,116.416
2,4,333.01,0.0085906,116.406
2,4,334.01,0.00859133,116.396
2,4,335.01,0.00859207,116.386
2,4,336.01,0.00859282,116.376
2,4,337.01,0.00859359,116.366
2,4,338.01,0.00859438,116.355
2,4,339.01,0.00859518,116.344
2,4,340.01,0.008596,116.333
2,4,341.01,0.00859683,116.322
2,4,342.01,0.00859768,116.31
2,4,343.01,0.00859854,116.299
2,4,344.01,0.00859942,116.287
2,4,345.01,0.00860032,116.275
2,4,346.01,0.00860122,116.263
2,4,347.01,0.00860215,116.25
2,4,348.01,0.00860308,116.237
2,4,349.01,0.00860403,116.225
2,4,350.01,0.008605,116.212
2,4,351.01,0.00860598,116.198
2,4,352.01,0.00860697,116.185
2,4,353.01,0.00860798,116.171
2,4,354.01,0.008609,116.158
2,4,355.01,0.00861003,116.144
2,4,356.01,0.00861108,116.129
2,4,357.01,0.00861214,116.115
2,4,358.01,0.00861322,116.101
2,4,359.01,0.0086143,116.086
2,4,360.01,0.0086154,116.071
2,4,361.01,0.00861652,116.056
2,4,362.01,0.00861764,116.041
2,4,363.01,0.00861878,116.026
2,4,364.01,0.00861993,116.01
2,4,365.01,0.0086211,115.995
2,4,366.01,0.00862227,115.979
2,4,367.01,0.00862346,115.963
2,4,368.01,0.00862466,115.947
2,4,369.01,0.00862587,115.93
2,4,370.01,0.0086271,115.914
2,4,371.01,0.00862833,115.897
2,4,372.01,0.00862958,115.88
2,4,373.01,0.00863084,115.864
2,4,374.01,0.00863211,115.847
2,4,375.01,0.00863339,115.829
2,4,376.01,0.00863468,115.812
2,4,377.01,0.00863599,115.795
2,4,378.01,0.0086373,115.777
2,4,379.01,0.00863863,115.759
2,4,380.01,0.00863996,115.741
2,4,381.01,0.00864131,115.723
2,4,382.01,0.00864267,115.705
2,4,383.01,0.00864404,115.687
2,4,384.01,0.00864542,115.668
2,4,385.01,0.00864681,115.65
2,4,386.01,0.00864821,115.631
2,4,387.01,0.00864962,115.612
2,4,388.01,0.00865104,115.593
2,4,389.01,0.00865247,115.574
2,4,390.01,0.00865391,115.555
2,4,391.01,0.00865536,115.535
2,4,392.01,0.00865682,115.516
2,4,393.01,0.00865828,115.496
2,4,394.01,0.00865976,115.477
2,4,395.01,0.00866125,115.457
2,4,396.01,0.00866275,115.437
2,4,397.01,0.00866425,115.417
2,4,398.01,0.00866577,115.397
2,4,399.01,0.0086673,115.376
2,4,400.01,0.00866883,115.356
2,6,0.01,0,0
2,6,1.01,0,0
2,6,2.01,0.00382862,261.191
2,6,3.01,0.00902207,110.839
2,6,4.01,0.0113899,87.7972
2,6,5.01,0.0126679,78.9399
2,6,6.01,0.0134226,74.5013
2,6,7.01,0.013891,71.9892
2,6,8.01,0.0141884,70.4803
2,6,9.01,0.0143771,69.555
2,6,10.01,0.0144936,68.9959
2,6,11.01,0.0145603,68.6797
2,6,12.01,0.0145918,68.5315
2,6,13.01,0.0145979,68.5032
2,6,14.01,0.0145851,68.5629
2,6,15.01,0.0145585,68.6884
2,6,16.01,0.0145214,68.8638
2,6,17.01,0.0144764,69.0779
2,6,18.01,0.0144254,69.322
2,6,19.01,0.01437,69.5896
2,6,20.01,0.0143111,69.8759
2,6,21.01,0.0142497,70.177
2,6,22.01,0.0141864,70.4899
2,6,23.01,0.0141219,70.812
2,6,24.01,0.0140565,71.1416
2,6,25.01,0.0139905,71.4769
2,6,26.01,0.0139243,71.8167
2,6,27.01,0.0138581,72.16
2,6,28.01,0.013792,72.5059
2,6,29.01,0.0137262,72.8535
2,6,30.01,0.0136608,73.2024
2,6,31.01,0.0135958,73.5519
2,6,32.01,0.0135315,73.9017
2,6,33.01,0.0134678,74.2513
2,6,34.01,0.0134047,74.6005
2,6,35.01,0.0133424,74.949
2,6,36.01,0.0132808,75.2964
2,6,37.01,0.01322,75.6427
2,6,38.01,0.01316,75.9876
2,6,39.01,0.0131008,76.3311
2,6,40.01,0.0130424,76.6728
2,6,41.01,0.0129849,77.0128
2,6,42.01,0.0129281,77.3509
2,6,43.01,0.0128722,77.6871
2,6,44.01,0.012817,78.0212
2,6,45.01,0.0127627,78.3532
2,6,46.01,0.0127092,78.6829
2,6,47.01,0.0126565,79.0105
2,6,48.01,0.0126047,79.3357
2,6,49.01,0.0125536,79.6587
2,6,50.01,0.0125033,79.9792
2,6,51.01,0.0124537,80.2973
2,6,52.01,0.0124049,80.613
2,6,53.01,0.0123569,80.9262
2,6,54.01,0.0123097,81.2369
2,6,55.01,0.0122632,81.545
2,6,56.01,0.0122174,81.8507
2,6,57.01,0.0121723,82.1537
2,6,58.01,0.0121279,82.4542
2,6,59.01,0.0120843,82.7521
2,6,60.01,0.0120413,83.0473
2,6,61.01,0.011999,83.34
2,6,62.01,0.0119574,83.63
2,6,63.01,0.0119165,83.9174
2,6,64.01,0.0118762,84.2021
2,6,65.01,0.0118365,84.4842
2,6,66.01,0.0117975,84.7636
2,6,67.01,0.0117591,85.0404
2,6,68.01,0.0117213,85.3145
2,6,69.01,0.0116842,85.586
2,6,70.01,0.0116476,85.8547
2,6,71.01,0.0116116,86.1209
2,6,72.01,0.0115762,86.3843
2,6,73.01,0.0115413,86.6451
2,6,74.01,0.0115071,86.9032
2,6,75.01,0.0114733,87.1587
2,6,76.01,0.0114401,87.4115
2,6,77.01,0.0114075,87.6617
2,6,78.01,0.0113754,87.9093
2,6,79.01,0.0113438,88.1542
2,6,80.01,0.0113127,88.3964
2,6,81.01,0.0112821,88.6361
2,6,82.01,0.011252,88.8731
2,6,83.01,0.0112224,89.1075
2,6,84.01,0.0111933,89.3393
2,6,85.01,0.0111646,89.5685
2,6,86.01,0.0111365,89.7952
2,6,87.01,0.0111087,90.0193
2,6,88.01,0.0110815,90.2408
2,6,89.01,0.0110546,90.4598
2,6,90.01,0.0110283,90.6762
2,6,91.01,0.0110023,90.8901
2,6,92.01,0.0109768,91.1015
2,6,93.01,0.0109517,91.3104
2,6,94.01,0.010927,91.5168
2,6,95.01,0.0109027,91.7208
2,6,96.01,0.0108788,91.9223
2,6,97.01,0.0108553,92.1213
2,6,98.01,0.0108321,92.3179
2,6,99.01,0.0108094,92.5121
2,6,100.01,0.010793,92.6523
2,6,101.01,0.010771,92.8419
2,6,102.01,0.0107493,93.029
2,6,103.01,0.010728,93.2139
2,6,104.01,0.0107071,93.3964
2,6,105.01,0.0106864,93.5766
2,6,106.01,0.0106662,93.7545
2,6,107.01,0.0106462,93.9301
2,6,108.01,0.0106266,94.1034
2,6,109.01,0.0106073,94.2745
2,6,110.01,0.0105884,94.4434
2,6,111.01,0.0105697,94.6101
2,6,112.01,0.0105514,94.7746
2,6,113.01,0.0105333,94.9369
2,6,114.01,0.0105156,95.0971
2,6,115.01,0.0104981,95.2551
2,6,116.01,0.010481,95.411
2,6,117.01,0.0104641,95.5649
2,6,118.01,0.0104475,95.7167
2,6,119.01,0.0104312,95.8664
2,6,120.01,0.0104151,96.0141
2,6,121.01,0.0103994,96.1597
2,6,122.01,0.0103838,96.3034
2,6,123.01,0.0103686,96.4452
2,6,124.01,0.0103536,96.5849
2,6,125.01,0.0103388,96.7228
2,6,126.01,0.0103243,96.8587
2,6,127.01,0.0103101,96.9927
2,6,128.01,0.010296,97.1249
2,6,129.01,0.0102822,97.2552
2,6,130.01,0.0102687,97.3837
2,6,131.01,0.0102553,97.5104
2,6,132.01,0.0102422,97.6353
2,6,133.01,0.0102293,97.7584
2,6,134.01,0.0102166,97.8798
2,6,135.01,0.0102041,97.9995
2,6,136.01,0.0101919,98.1174
2,6,137.01,0.0101798,98.2337
2,6,138.01,0.0101679,98.3483
2,6,139.01,0.0101563,98.4612
2,6,140.01,0.0101448,98.5725
2,6,141.01,0.0101335,98.6822
2,6,142.01,0.0101224,98.7904
2,6,143.01,0.0101115,98.8969
2,6,144.01,0.0101008,99.0019
2,6,145.01,0.0100903,99.1054
2,6,146.01,0.0100799,99.2074
2,6,147.01,0.0100697,99.3078
2,6,148.01,0.0100597,99.4068
2,6,149.01,0.0100498,99.5044
2,6,150.01,0.0100401,99.6005
2,6,151.01,0.0100306,99.6952
2,6,152.01,0.0100212,99.7885
2,6,153.01,0.010012,99.8805
2,6,154.01,0.0100029,99.971
2,6,155.01,0.00999398,100.06
2,6,156.01,0.00998521,100.148
2,6,157.01,0.00997658,100.235
2,6,158.01,0.0099681,100.32
2,6,159.01,0.00995975,100.404
2,6,160.01,0.00995155,100.487
2,6,161.01,0.00994348,100.568
2,6,162.01,0.00993554,100.649
2,6,163.01,0.00992773,100.728
2,6,164.01,0.00992006,100.806
2,6,165.01,0.00991251,100.883
2,6,166.01,0.00990508,100.958
2,6,167.01,0.00989778,101.033
2,6,168.01,0.0098906,101.106
2,6,169.01,0.00988353,101.178
2,6,170.01,0.00987658,101.25
2,6,171.01,0.00986975,101.32
2,6,172.01,0.00986303,101.389
2,6,173.01,0.00985641,101.457
2,6,174.01,0.00984991,101.524
2,6,175.01,0.00984351,101.59
2,6,176.01,0.00983722,101.655
2,6,177.01,0.00983103,101.719
2,6,178.01,0.00982494,101.782
2,6,179.01,0.00981895,101.844
2,6,180.01,0.00981306,101.905
2,6,181.01,0.00980727,101.965
2,6,182.01,0.00980156,102.025
2,6,183.01,0.00979596,102.083
2,6,184.01,0.00979044,102.14
2,6,185.01,0.00978501,102.197
2,6,186.01,0.00977967,102.253
2,6,187.01,0.00977442,102.308
2,6,188.01,0.00976925,102.362
2,6,189.01,0.00976416,102.415
2,6,190.01,0.00975916,102.468
2,6,191.01,0.00975424,102.52
2,6,192.01,0.00974939,102.57
2,6,193.01,0.00974463,102.621
2,6,194.01,0.00973994,102.67
2,6,195.01,0.00973533,102.719
2,6,196.01,0.00973079,102.767
2,6,197.01,0.00972632,102.814
2,6,198.01,0.00972193,102.86
2,6,199.01,0.0097176,102.906
2,6,200.01,0.00971335,102.951
2,6,201.01,0.00970916,102.996
2,6,202.01,0.00970504,103.039
2,6,203.01,0.00970098,103.082
2,6,204.01,0.00969699,103.125
2,6,205.01,0.00969306,103.167
2,6,206.01,0.0096892,103.208
2,6,207.01,0.00968539,103.248
2,6,208.01,0.00968165,103.288
2,6,209.01,0.00967796,103.328
2,6,210.01,0.00967433,103.366
2,6,211.01,0.00967076,103.404
2,6,212.01,0.00966725,103.442
2,6,213.01,0.00966379,103.479
2,6,214.01,0.00966039,103.516
2,6,215.01,0.00965703,103.551
2,6,216.01,0.00965373,103.587
2,6,217.01,0.00965049,103.622
2,6,218.01,0.00964729,103.656
2,6,219.01,0.00964414,103.69
2,6,220.01,0.00964104,103.723
2,6,221.01,0.00963799,103.756
2,6,222.01,0.00963499,103.788
2,6,223.01,0.00963203,103.82
2,6,224.01,0.00962912,103.852
2,6,225.01,0.00962626,103.883
2,6,226.01,0.00962343,103.913
2,6,227.01,0.00962066,103.943
2,6,228.01,0.00961792,103.973
2,6,229.01,0.00961523,104.002
2,6,230.01,0.00961258,104.03
2,6,231.01,0.00960996,104.059
2,6,232.01,0.00960739,104.087
2,6,233.01,0.00960486,104.114
2,6,234.01,0.00960237,104.141
2,6,235.01,0.00959991,104.168
2,6,236.01,0.00959749,104.194
2,6,237.01,0.00959511,104.22
2,6,238.01,0.00959276,104.245
2,6,239.01,0.00959046,104.27
2,6,240.01,0.00958818,104.295
2,6,241.01,0.00958594,104.319
2,6,242.01,0.00958373,104.343
2,6,243.01,0.00958156,104.367
2,6,244.01,0.00957942,104.39
2,6,245.01,0.00957731,104.413
2,6,246.01,0.00957524,104.436
2,6,247.01,0.00957319,104.458
2,6,248.01,0.00957118,104.48
2,6,249.01,0.00956919,104.502
2,6,250.01,0.00956724,104.523
2,6,251.01,0.00956532,104.544
2,6,252.01,0.00956344,104.565
2,6,253.01,0.00956161,104.585
2,6,254.01,0.00955982,104.604
2,6,255.01,0.00955808,104.623
2,6,256.01,0.00955639,104.642
2,6,257.01,0.00955474,104.66
2,6,258.01,0.00955313,104.678
2,6,259.01,0.00955156,104.695
2,6,260.01,0.00955004,104.712
2,6,261.01,0.00954856,104.728
2,6,262.01,0.00954712,104.744
2,6,263.01,0.00954572,104.759
2,6,264.01,0.00954437,104.774
2,6,265.01,0.00954305,104.788
2,6,266.01,0.00954177,104.802
2,6,267.01,0.00954053,104.816
2,6,268.01,0.00953933,104.829
2,6,269.01,0.00953817,104.842
2,6,270.01,0.00953704,104.854
2,6,271.01,0.00953596,104.866
2,6,272.01,0.00953491,104.878
2,6,273.01,0.00953389,104.889
2,6,274.01,0.00953291,104.9
2,6,275.01,0.00953197,104.91
2,6,276.01,0.00953106,104.92
2,6,277.01,0.00953019,104.93
2,6,278.01,0.00952935,104.939
2,6,279.01,0.00952855,104.948
2,6,280.01,0.00952777,104.956
2,6,281.01,0.00952704,104.964
2,6,282.01,0.00952633,104.972
2,6,283.01,0.00952565,104.98
2,6,284.01,0.00952501,104.987
2,6,285.01,0.0095244,104.993
2,6,286.01,0.00952382,105
2,6,287.01,0.00952327,105.006
2,6,288.01,0.00952275,105.012
2,6,289.01,0.00952226,105.017
2,6,290.01,0.0095218,105.022
2,6,291.01,0.00952137,105.027
2,6,292.01,0.00952097,105.031
2,6,293.01,0.00952059,105.035
2,6,294.01,0.00952025,105.039
2,6,295.01,0.00948603,105.418
2,6,296.01,0.00948602,105.418
2,6,297.01,0.00948603,105.418
2,6,298.01,0.00948606,105.418
2,6,299.01,0.00948611,105.417
2,6,300.01,0.00948619,105.416
2,6,301.01,0.00948629,105.415
2,6,302.01,0.00948641,105.414
2,6,303.01,0.00948655,105.412
2,6,304.01,0.00948672,105.411
2,6,305.01,0.0094869,105.408
2,6,306.01,0.00948711,105.406
2,6,307.01,0.00948734,105.404
2,6,308.01,0.00948758,105.401
2,6,309.01,0.00948785,105.398
2,6,310.01,0.00948814,105.395
2,6,311.01,0.00948845,105.391
2,6,312.01,0.00948878,105.388
2,6,313.01,0.00948913,105.384
2,6,314.01,0.0094895,105.38
2,6,315.01,0.00948988,105.375
2,6,316.01,0.00949029,105.371
2,6,317.01,0.00949072,105.366
2,6,318.01,0.00949116,105.361
2,6,319.01,0.00949163,105.356
2,6,320.01,0.00949211,105.351
2,6,321.01,0.00949261,105.345
2,6,322.01,0.00949313,105.339
2,6,323.01,0.00949367,105.333
2,6,324.01,0.00949422,105.327
2,6,325.01,0.0094948,105.321
2,6,326.01,0.00949539,105.314
2,6,327.01,0.009496,105.308
2,6,328.01,0.00949662,105.301
2,6,329.01,0.00949727,105.293
2,6,330.01,0.00949793,105.286
2,6,331.01,0.00949861,105.279
2,6,332.01,0.0094993,105.271
2,6,333.01,0.00950001,105.263
2,6,334.01,0.00950074,105.255
2,6,335.01,0.00950148,105.247
2,6,336.01,0.00950224,105.238
2,6,337.01,0.00950302,105.23
2,6,338.01,0.00950381,105.221
2,6,339.01,0.00950462,105.212
2,6,340.01,0.00950544,105.203
2,6,341.01,0.00950628,105.194
2,6,342.01,0.00950713,105.184
2,6,343.01,0.009508,105.175
2,6,344.01,0.00950889,105.165
2,6,345.01,0.00950978,105.155
2,6,346.01,0.0095107,105.145
2,6,347.01,0.00951163,105.134
2,6,348.01,0.00951257,105.124
2,6,349.01,0.00951353,105.113
2,6,350.01,0.0095145,105.103
2,6,351.01,0.00951549,105.092
2,6,352.01,0.00951649,105.081
2,6,353.01,0.0095175,105.07
2,6,354.01,0.00951853,105.058
2,6,355.01,0.00951957,105.047
2,6,356.01,0.00952062,105.035
2,6,357.01,0.00952169,105.023
2,6,358.01,0.00952277,105.011
2,6,359.01,0.00952387,104.999
2,6,360.01,0.00952498,104.987
2,6,361.01,0.0095261,104.975
2,6,362.01,0.00952723,104.962
2,6,363.01,0.00952838,104.95
2,6,364.01,0.00952954,104.937
2,6,365.01,0.00953071,104.924
2,6,366.01,0.00953189,104.911
2,6,367.01,0.00953309,104.898
2,6,368.01,0.0095343,104.884
2,6,369.01,0.00953552,104.871
2,6,370.01,0.00953675,104.858
2,6,371.01,0.00953799,104.844
2,6,372.01,0.00953925,104.83
2,6,373.01,0.00954052,104.816
2,6,374.01,0.0095418,104.802
2,6,375.01,0.00954309,104.788
2,6,376.01,0.00954439,104.774
2,6,377.01,0.0095457,104.759
2,6,378.01,0.00954702,104.745
2,6,379.01,0.00954836,104.73
2,6,380.01,0.00954971,104.715
2,6,381.01,0.00955106,104.7
2,6,382.01,0.00955243,104.685
2,6,383.01,0.00955381,104.67
2,6,384.01,0.0095552,104.655
2,6,385.01,0.00955659,104.64
2,6,386.01,0.009558,104.624
2,6,387.01,0.00955942,104.609
2,6,388.01,0.00956085,104.593
2,6,389.01,0.00956229,104.577
2,6,390.01,0.00956374,104.562
2,6,391.01,0.0095652,104.546
2,6,392.01,0.00956667,104.53
2,6,393.01,0.00956815,104.513
2,6,394.01,0.00956963,104.497
2,6,395.01,0.00957113,104.481
2,6,396.01,0.00957264,104.464
2,6,397.01,0.00957415,104.448
2,6,398.01,0.00957568,104.431
2,6,399.01,0.00957721,104.415
2,6,400.01,0.00957876,104.398
2,8,0.01,0,0
2,8,1.01,0,0
2,8,2.01,0.00928751,107.671
2,8,3.01,0.013313,75.1147
2,8,4.01,0.0150889,66.2739
2,8,5.01,0.0160064,62.4751
2,8,6.01,0.0165166,60.5451
2,8,7.01,0.016807,59.4991
2,8,8.01,0.0169681,58.9342
2,8,9.01,0.0170485,58.6562
2,8,10.01,0.0170763,58.5606
2,8,11.01,0.0170688,58.5865
2,8,12.01,0.0170369,58.6963
2,8,13.01,0.0169879,58.8654
2,8,14.01,0.0169269,59.0776
2,8,15.01,0.0168574,59.3213
2,8,16.01,0.0167818,59.5884
2,8,17.01,0.016702,59.8731
2,8,18.01,0.0166193,60.1709
2,8,19.01,0.0165348,60.4786
2,8,20.01,0.0164491,60.7936
2,8,21.01,0.0163629,61.114
2,8,22.01,0.0162765,61.4383
2,8,23.01,0.0161904,61.7652
2,8,24.01,0.0161047,62.0938
2,8,25.01,0.0160197,62.4233
2,8,26.01,0.0159354,62.7532
2,8,27.01,0.0158522,63.0829
2,8,28.01,0.0157699,63.4119
2,8,29.01,0.0156887,63.7401
2,8,30.01,0.0156086,64.0671
2,8,31.01,0.0155297,64.3926
2,8,32.01,0.015452,64.7165
2,8,33.01,0.0153755,65.0387
2,8,34.01,0.0153001,65.3589
2,8,35.01,0.015226,65.6772
2,8,36.01,0.015153,65.9933
2,8,37.01,0.0150813,66.3073
2,8,38.01,0.0150107,66.619
2,8,39.01,0.0149413,66.9285
2,8,40.01,0.0148731,67.2356
2,8,41.01,0.014806,67.5403
2,8,42.01,0.01474,67.8426
2,8,43.01,0.0146751,68.1425
2,8,44.01,0.0146113,68.44
2,8,45.01,0.0145486,68.7349
2,8,46.01,0.014487,69.0274
2,8,47.01,0.0144264,69.3174
2,8,48.01,0.0143668,69.6049
2,8,49.01,0.0143082,69.8899
2,8,50.01,0.0142506,70.1723
2,8,51.01,0.014194,70.4523
2,8,52.01,0.0141383,70.7296
2,8,53.01,0.0140836,71.0045
2,8,54.01,0.0140298,71.2769
2,8,55.01,0.0139769,71.5467
2,8,56.01,0.0139249,71.814
2,8,57.01,0.0138737,72.0787
2,8,58.01,0.0138234,72.3409
2,8,59.01,0.013774,72.6006
2,8,60.01,0.0137254,72.8578
2,8,61.01,0.0136776,73.1125
2,8,62.01,0.0136305,73.3646
2,8,63.01,0.0135843,73.6143
2,8,64.01,0.0135389,73.8614
2,8,65.01,0.0134942,74.1061
2,8,66.01,0.0134502,74.3483
2,8,67.01,0.013407,74.5879
2,8,68.01,0.0133645,74.8251
2,8,69.01,0.0133227,75.0599
2,8,70.01,0.0132816,75.2921
2,8,71.01,0.0132412,75.5219
2,8,72.01,0.0132014,75.7493
2,8,73.01,0.0131624,75.9742
2,8,74.01,0.0131239,76.1967
2,8,75.01,0.0130861,76.4168
2,8,76.01,0.013049,76.6345
2,8,77.01,0.0130124,76.8497
2,8,78.01,0.0129765,77.0626
2,8,79.01,0.0129411,77.2731
2,8,80.01,0.0129064,77.4812
2,8,81.01,0.0128722,77.687
2,8,82.01,0.0128386,77.8904
2,8,83.01,0.0128055,78.0915
2,8,84.01,0.012773,78.2902
2,8,85.01,0.012741,78.4867
2,8,86.01,0.0127096,78.6808
2,8,87.01,0.0126787,78.8727
2,8,88.01,0.0126483,79.0622
2,8,89.01,0.0126184,79.2495
2,8,90.01,0.012589,79.4346
2,8,91.01,0.0125601,79.6175
2,8,92.01,0.0125316,79.7981
2,8,93.01,0.0125037,79.9765
2,8,94.01,0.0124762,80.1527
2,8,95.01,0.0124492,80.3268
2,8,96.01,0.0124226,80.4987
2,8,97.01,0.0123964,80.6684
2,8,98.01,0.0123707,80.836
2,8,99.01,0.0123454,81.0015
2,8,100.01,0.0123273,81.1207
2,8,101.01,0.0123028,81.2821
2,8,102.01,0.0122788,81.4414
2,8,103.01,0.0122551,81.5988
2,8,104.01,0.0122318,81.754
2,8,105.01,0.0122089,81.9073
2,8,106.01,0.0121864,82.0585
2,8,107.01,0.0121643,82.2078
2,8,108.01,0.0121425,82.3551
2,8,109.01,0.0121211,82.5005
2,8,110.01,0.0121001,82.6439
2,8,111.01,0.0120794,82.7854
2,8,112.01,0.0120591,82.9251
2,8,113.01,0.0120391,83.0628
2,8,114.01,0.0120194,83.1987
2,8,115.01,0.0120001,83.3327
2,8,116.01,0.0119811,83.465
2,8,117.01,0.0119624,83.5954
2,8,118.01,0.011944,83.724
2,8,119.01,0.0119259,83.8509
2,8,120.01,0.0119082,83.976
2,8,121.01,0.0118907,84.0994
2,8,122.01,0.0118735,84.221
2,8,123.01,0.0118566,84.341
2,8,124.01,0.01184,84.4593
2,8,125.01,0.0118237,84.5759
2,8,126.01,0.0118076,84.6909
2,8,127.01,0.0117919,84.8043
2,8,128.01,0.0117763,84.9161
2,8,129.01,0.0117611,85.0263
2,8,130.01,0.0117461,85.1349
2,8,131.01,0.0117313,85.242
2,8,132.01,0.0117168,85.3475
2,8,133.01,0.0117025,85.4515
2,8,134.01,0.0116885,85.554
2,8,135.01,0.0116747,85.6551
2,8,136.01,0.0116612,85.7547
2,8,137.01,0.0116478,85.8529
2,8,138.01,0.0116347,85.9496
2,8,139.01,0.0116218,86.0449
2,8,140.01,0.0116092,86.1388
2,8,141.01,0.0115967,86.2314
2,8,142.01,0.0115844,86.3226
2,8,143.01,0.0115724,86.4125
2,8,144.01,0.0115606,86.5011
2,8,145.01,0.0115489,86.5883
2,8,146.01,0.0115374,86.6743
2,8,147.01,0.0115262,86.759
2,8,148.01,0.0115151,86.8424
2,8,149.01,0.0115042,86.9247
2,8,150.01,0.0114935,87.0057
2,8,151.01,0.011483,87.0854
2,8,152.01,0.0114726,87.1641
2,8,153.01,0.0114624,87.2415
2,8,154.01,0.0114524,87.3178
2,8,155.01,0.0114426,87.3929
2,8,156.01,0.0114329,87.467
2,8,157.01,0.0114234,87.5399
2,8,158.01,0.011414,87.6117
2,8,159.01,0.0114048,87.6825
2,8,160.01,0.0113957,87.7521
2,8,161.01,0.0113868,87.8208
2,8,162.01,0.0113781,87.8884
2,8,163.01,0.0113695,87.955
2,8,164.01,0.011361,88.0206
2,8,165.01,0.0113526,88.0852
2,8,166.01,0.0113444,88.1488
2,8,167.01,0.0113364,88.2115
2,8,168.01,0.0113285,88.2732
2,8,169.01,0.0113207,88.334
2,8,170.01,0.011313,88.3939
2,8,171.01,0.0113055,88.4529
2,8,172.01,0.011298,88.511
2,8,173.01,0.0112907,88.5682
2,8,174.01,0.0112836,88.6245
2,8,175.01,0.0112765,88.68
2,8,176.01,0.0112696,88.7346
2,8,177.01,0.0112627,88.7885
2,8,178.01,0.011256,88.8415
2,8,179.01,0.0112494,88.8937
2,8,180.01,0.0112429,88.9451
2,8,181.01,0.0112365,88.9957
2,8,182.01,0.0112302,89.0456
2,8,183.01,0.011224,89.0947
2,8,184.01,0.0112179,89.143
2,8,185.01,0.0112119,89.1907
2,8,186.01,0.011206,89.2376
2,8,187.01,0.0112002,89.2838
2,8,188.01,0.0111945,89.3293
2,8,189.01,0.0111889,89.3741
2,8,190.01,0.0111834,89.4182
2,8,191.01,0.011178,89.4617
2,8,192.01,0.0111726,89.5045
2,8,193.01,0.0111674,89.5467
2,8,194.01,0.0111622,89.5882
2,8,195.01,0.0111571,89.6291
2,8,196.01,0.0111521,89.6694
2,8,197.01,0.0111471,89.7091
2,8,198.01,0.0111423,89.7481
2,8,199.01,0.0111375,89.7866
2,8,200.01,0.0111328,89.8245
2,8,201.01,0.0111282,89.8619
2,8,202.01,0.0111236,89.8986
2,8,203.01,0.0111192,89.9349
2,8,204.01,0.0111147,89.9705
2,8,205.01,0.0111104,90.0057
2,8,206.01,0.0111061,90.0403
2,8,207.01,0.0111019,90.0744
2,8,208.01,0.0110978,90.108
2,8,209.01,0.0110937,90.1411
