# Canonical Geant4/TOPAS C12 Stopping Power Table for 25 Schneider Sections
energy_mevu,section_id,material_name,density_g_cm3,mass_stopping_power_mev_mm_per_g_cm3,linear_stopping_power_mev_per_mm,csda_range_mm
315.21,20,PatientTissueFromHU1250,1.8216000,11.1671897800,20.3421529000,113.2220811000
315.21,21,PatientTissueFromHU1350,1.8875600,11.1083707800,20.9677163600,109.8626185000
315.21,22,PatientTissueFromHU1450,1.9542400,11.0497357400,21.5938355700,106.6951887000
315.21,23,PatientTissueFromHU2247,2.4196000,11.0100405500,26.6398941100,86.4954441800
315.21,24,PatientTissueFromHU2995,4.5524800,8.8432716960,40.2588175300,57.6613335100
315.31,0,PatientTissueFromHUNegative975,0.0393235,10.9020595700,0.4287071397,5368.6420470000
315.31,1,PatientTissueFromHUNegative535,0.4700410,12.3078058300,5.7851733580,397.1965264000
315.31,2,PatientTissueFromHUNegative102,0.8749110,12.6108408400,11.0333633700,208.0821483000
315.31,3,PatientTissueFromHUNegative68,0.9126860,12.5467236300,11.4512190000,200.5229795000
315.31,4,PatientTissueFromHUNegative38,0.9471830,12.4803168400,11.8211439500,194.2824418000
315.31,5,PatientTissueFromHUNegative8,0.9803890,12.4340661500,12.1902216700,188.4262556000
315.31,6,PatientTissueFromHU12,1.0038600,12.3908098000,12.4386383200,184.6846800000
315.31,7,PatientTissueFromHU49,1.0430800,12.3151104600,12.8456454200,178.8746604000
315.31,8,PatientTissueFromHU100,1.0788000,12.1992623900,13.1605642600,174.6080825000
315.31,9,PatientTissueFromHU160,1.1085700,12.2018979500,13.5266580100,169.8825538000
315.31,10,PatientTissueFromHU250,1.1660600,12.0820345500,14.0883772000,163.1552324000
315.31,11,PatientTissueFromHU350,1.2314600,11.9475704500,14.7129551100,156.2775957000
315.31,12,PatientTissueFromHU450,1.2965800,11.8294333500,15.3378066900,149.9543346000
315.31,13,PatientTissueFromHU550,1.3606300,11.7312701000,15.9619180300,144.1265656000
315.31,14,PatientTissueFromHU650,1.4258500,11.6328372800,16.5866810300,138.7324790000
315.31,15,PatientTissueFromHU750,1.4919000,11.5369170800,17.2119265900,133.7251788000
315.31,16,PatientTissueFromHU850,1.5592200,11.4403253200,17.8379840500,129.0640945000
315.31,17,PatientTissueFromHU950,1.6247800,11.3633219100,18.4628981700,124.7209281000
315.31,18,PatientTissueFromHU1050,1.6890400,11.3009134400,19.0876948400,120.6602907000
315.31,19,PatientTissueFromHU1150,1.7563600,11.2242772900,19.7138716500,116.8518860000
315.31,20,PatientTissueFromHU1250,1.8216000,11.1652847300,20.3386826700,113.2810769000
315.31,21,PatientTissueFromHU1350,1.8875600,11.1064766100,20.9641409900,109.9198543000
315.31,22,PatientTissueFromHU1450,1.9542400,11.0478524000,21.5901550800,106.7507648000
315.31,23,PatientTissueFromHU2247,2.4196000,11.0081645600,26.6353549600,86.5404932400
315.31,24,PatientTissueFromHU2995,4.5524800,8.8417867480,40.2520573300,57.6911431400
315.41,0,PatientTissueFromHUNegative975,0.0393235,10.9001953800,0.4286338330,5371.4414000000
315.41,1,PatientTissueFromHUNegative535,0.4700410,12.3056921200,5.7841798310,397.4039710000
315.41,2,PatientTissueFromHUNegative102,0.8749110,12.6086700600,11.0314641300,208.1909187000
315.41,3,PatientTissueFromHUNegative68,0.9126860,12.5445648500,11.4492487200,200.6277808000
315.41,4,PatientTissueFromHUNegative38,0.9471830,12.4781705100,11.8191109800,194.3839635000
315.41,5,PatientTissueFromHUNegative8,0.9803890,12.4319285500,12.1881260000,188.5247036000
315.41,6,PatientTissueFromHU12,1.0038600,12.3886803000,12.4365006100,184.7811619000
315.41,7,PatientTissueFromHU49,1.0430800,12.3129952800,12.8434391200,178.9680853000
315.41,8,PatientTissueFromHU100,1.0788000,12.1971675600,13.1583043700,174.6992718000
315.41,9,PatientTissueFromHU160,1.1085700,12.1998027200,13.5243353000,169.9712751000
315.41,10,PatientTissueFromHU250,1.1660600,12.0799614700,14.0859598700,163.2404163000
315.41,11,PatientTissueFromHU350,1.2314600,11.9455221500,14.7104327100,156.3591634000
315.41,12,PatientTissueFromHU450,1.2965800,11.8274068800,15.3351792100,150.0325794000
315.41,13,PatientTissueFromHU550,1.3606300,11.7292617600,15.9591854300,144.2017510000
315.41,14,PatientTissueFromHU650,1.4258500,11.6308471300,16.5838433700,138.8048324000
315.41,15,PatientTissueFromHU750,1.4919000,11.5349446100,17.2089838600,133.7949039000
315.41,16,PatientTissueFromHU850,1.5592200,11.4383706700,17.8349363100,129.1313724000
315.41,17,PatientTissueFromHU950,1.6247800,11.3613814500,18.4597453600,124.7859288000
315.41,18,PatientTissueFromHU1050,1.6890400,11.2989845700,19.0844369000,120.7231637000
315.41,19,PatientTissueFromHU1150,1.7563600,11.2223625500,19.7105086800,116.9127620000
315.41,20,PatientTissueFromHU1250,1.8216000,11.1633808900,20.3352146400,113.3400828000
315.41,21,PatientTissueFromHU1350,1.8875600,11.1045836400,20.9605679000,109.9770997000
315.41,22,PatientTissueFromHU1450,1.9542400,11.0459702600,21.5864769300,106.8063505000
315.41,23,PatientTissueFromHU2247,2.4196000,11.0062897600,26.6308187000,86.5855499800
315.41,24,PatientTissueFromHU2995,4.5524800,8.8403027370,40.2453014000,57.7209577900
315.51,0,PatientTissueFromHUNegative975,0.0393235,10.8983323700,0.4285605729,5374.2412320000
315.51,1,PatientTissueFromHUNegative535,0.4700410,12.3035797700,5.7831869370,397.6114512000
315.51,2,PatientTissueFromHUNegative102,0.8749110,12.6065006500,11.0295660900,208.2997078000
315.51,3,PatientTissueFromHUNegative68,0.9126860,12.5424074500,11.4472796900,200.7326002000
315.51,4,PatientTissueFromHUNegative38,0.9471830,12.4760255500,11.8170793000,194.4855027000
315.51,5,PatientTissueFromHUNegative8,0.9803890,12.4297923200,12.1860316600,188.6231686000
315.51,6,PatientTissueFromHU12,1.0038600,12.3865521600,12.4343642500,184.8776603000
315.51,7,PatientTissueFromHU49,1.0430800,12.3108814500,12.8412342300,179.0615262000
315.51,8,PatientTissueFromHU100,1.0788000,12.1950740700,13.1560459100,174.7904768000
315.51,9,PatientTissueFromHU160,1.1085700,12.1977088100,13.5220140600,170.0600117000
315.51,10,PatientTissueFromHU250,1.1660600,12.0778897100,14.0835440700,163.3256149000
315.51,11,PatientTissueFromHU350,1.2314600,11.9434751500,14.7079119100,156.4407452000
315.51,12,PatientTissueFromHU450,1.2965800,11.8253816900,15.3325533900,150.1108375000
315.51,13,PatientTissueFromHU550,1.3606300,11.7272547000,15.9564545700,144.2769492000
315.51,14,PatientTissueFromHU650,1.4258500,11.6288582400,16.5810075200,138.8771981000
315.51,15,PatientTissueFromHU750,1.4919000,11.5329733900,17.2060430000,133.8646408000
315.51,16,PatientTissueFromHU850,1.5592200,11.4364172600,17.8318905100,129.1986618000
315.51,17,PatientTissueFromHU950,1.6247800,11.3594422300,18.4565945500,124.8509407000
315.51,18,PatientTissueFromHU1050,1.6890400,11.2970569300,19.0811810400,120.7860476000
315.51,19,PatientTissueFromHU1150,1.7563600,11.2204490200,19.7071478500,116.9736484000
315.51,20,PatientTissueFromHU1250,1.8216000,11.1614782700,20.3317488200,113.3990988000
315.51,21,PatientTissueFromHU1350,1.8875600,11.1026918700,20.9569970800,110.0343550000
315.51,22,PatientTissueFromHU1450,1.9542400,11.0440893200,21.5828011100,106.8619455000
315.51,23,PatientTissueFromHU2247,2.4196000,11.0044161500,26.6262853300,86.6306143900
315.51,24,PatientTissueFromHU2995,4.5524800,8.8388196630,40.2385497400,57.7507774300
315.61,0,PatientTissueFromHUNegative975,0.0393235,10.8964705500,0.4284873595,5377.0415420000
315.61,1,PatientTissueFromHUNegative535,0.4700410,12.3014687500,5.7821946750,397.8189671000
315.61,2,PatientTissueFromHUNegative102,0.8749110,12.6043326300,11.0276692700,208.4085156000
315.61,3,PatientTissueFromHUNegative68,0.9126860,12.5402514200,11.4453119100,200.8374376000
315.61,4,PatientTissueFromHUNegative38,0.9471830,12.4738819500,11.8150489200,194.5870594000
315.61,5,PatientTissueFromHUNegative8,0.9803890,12.4276574500,12.1839386600,188.7216504000
315.61,6,PatientTissueFromHU12,1.0038600,12.3844253800,12.4322292600,184.9741754000
315.61,7,PatientTissueFromHU49,1.0430800,12.3087689700,12.8390307400,179.1549832000
315.61,8,PatientTissueFromHU100,1.0788000,12.1929819200,13.1537888900,174.8816975000
315.61,9,PatientTissueFromHU160,1.1085700,12.1956162400,13.5196943000,170.1487635000
315.61,10,PatientTissueFromHU250,1.1660600,12.0758192700,14.0811298200,163.4108280000
315.61,11,PatientTissueFromHU350,1.2314600,11.9414294600,14.7053927200,156.5223409000
315.61,12,PatientTissueFromHU450,1.2965800,11.8233578000,15.3299292500,150.1891090000
315.61,13,PatientTissueFromHU550,1.3606300,11.7252489300,15.9537254500,144.3521603000
315.61,14,PatientTissueFromHU650,1.4258500,11.6268706200,16.5781734700,138.9495763000
315.61,15,PatientTissueFromHU750,1.4919000,11.5310034300,17.2031040200,133.9343897000
315.61,16,PatientTissueFromHU850,1.5592200,11.4344650900,17.8288466500,129.2659627000
315.61,17,PatientTissueFromHU950,1.6247800,11.3575042500,18.4534457500,124.9159637000
315.61,18,PatientTissueFromHU1050,1.6890400,11.2951305100,19.0779272400,120.8489421000
315.61,19,PatientTissueFromHU1150,1.7563600,11.2185367200,19.7037891500,117.0345453000
315.61,20,PatientTissueFromHU1250,1.8216000,11.1595768500,20.3282852000,113.4581248000
315.61,21,PatientTissueFromHU1350,1.8875600,11.1008013100,20.9534285300,110.0916200000
315.61,22,PatientTissueFromHU1450,1.9542400,11.0422095800,21.5791276400,106.9175501000
315.61,23,PatientTissueFromHU2247,2.4196000,11.0025437400,26.6217548300,86.6756864700
315.61,24,PatientTissueFromHU2995,4.5524800,8.8373375250,40.2318023400,57.7806020800
315.71,0,PatientTissueFromHUNegative975,0.0393235,10.8946099100,0.4284141926,5379.8423300000
315.71,1,PatientTissueFromHUNegative535,0.4700410,12.2993590900,5.7812030440,398.0265185000
315.71,2,PatientTissueFromHUNegative102,0.8749110,12.6021659900,11.0257736500,208.5173422000
315.71,3,PatientTissueFromHUNegative68,0.9126860,12.5380967600,11.4433453800,200.9422931000
315.71,4,PatientTissueFromHUNegative38,0.9471830,12.4717397100,11.8130198300,194.6886335000
315.71,5,PatientTissueFromHUNegative8,0.9803890,12.4255239300,12.1818469800,188.8201492000
315.71,6,PatientTissueFromHU12,1.0038600,12.3822999500,12.4300956300,185.0707070000
315.71,7,PatientTissueFromHU49,1.0430800,12.3066578300,12.8368286500,179.2484562000
315.71,8,PatientTissueFromHU100,1.0788000,12.1908910900,13.1515333100,174.9729338000
315.71,9,PatientTissueFromHU160,1.1085700,12.1935250000,13.5173760100,170.2375305000
315.71,10,PatientTissueFromHU250,1.1660600,12.0737501500,14.0787170900,163.4960557000
315.71,11,PatientTissueFromHU350,1.2314600,11.9393850700,14.7028751400,156.6039506000
315.71,12,PatientTissueFromHU450,1.2965800,11.8213351900,15.3273067800,150.2673940000
315.71,13,PatientTissueFromHU550,1.3606300,11.7232444200,15.9509980600,144.4273843000
315.71,14,PatientTissueFromHU650,1.4258500,11.6248842600,16.5753412200,139.0219668000
315.71,15,PatientTissueFromHU750,1.4919000,11.5290347200,17.2001669000,134.0041505000
315.71,16,PatientTissueFromHU850,1.5592200,11.4325141600,17.8258047300,129.3332751000
315.71,17,PatientTissueFromHU950,1.6247800,11.3555675000,18.4502989600,124.9809977000
315.71,18,PatientTissueFromHU1050,1.6890400,11.2932053200,19.0746755200,120.9118474000
315.71,19,PatientTissueFromHU1150,1.7563600,11.2166256300,19.7004325900,117.0954524000
315.71,20,PatientTissueFromHU1250,1.8216000,11.1576766500,20.3248237800,113.5171609000
315.71,21,PatientTissueFromHU1350,1.8875600,11.0989119500,20.9498622500,110.1488947000
315.71,22,PatientTissueFromHU1450,1.9542400,11.0403310300,21.5754565000,106.9731641000
315.71,23,PatientTissueFromHU2247,2.4196000,11.0006725200,26.6172272200,86.7207662200
315.71,24,PatientTissueFromHU2995,4.5524800,8.8358563220,40.2250591900,57.8104317300
315.81,0,PatientTissueFromHUNegative975,0.0393235,10.8927504500,0.4283410723,5382.6435970000
315.81,1,PatientTissueFromHUNegative535,0.4700410,12.2972507600,5.7802120440,398.2341056000
315.81,2,PatientTissueFromHUNegative102,0.8749110,12.6000007300,11.0238792400,208.6261874000
315.81,3,PatientTissueFromHUNegative68,0.9126860,12.5359434800,11.4413801100,201.0471665000
315.81,4,PatientTissueFromHUNegative38,0.9471830,12.4695988400,11.8109920400,194.7902250000
315.81,5,PatientTissueFromHUNegative8,0.9803890,12.4233917800,12.1797566400,188.9186649000
315.81,6,PatientTissueFromHU12,1.0038600,12.3801758700,12.4279633500,185.1672551000
315.81,7,PatientTissueFromHU49,1.0430800,12.3045480300,12.8346279600,179.3419453000
315.81,8,PatientTissueFromHU100,1.0788000,12.1888016000,13.1492791600,175.0641857000
315.81,9,PatientTissueFromHU160,1.1085700,12.1914351000,13.5150592000,170.3263127000
315.81,10,PatientTissueFromHU250,1.1660600,12.0716823400,14.0763059100,163.5812981000
315.81,11,PatientTissueFromHU350,1.2314600,11.9373419800,14.7003591500,156.6855743000
315.81,12,PatientTissueFromHU450,1.2965800,11.8193138700,15.3246859800,150.3456923000
315.81,13,PatientTissueFromHU550,1.3606300,11.7212411900,15.9482724000,144.5026211000
315.81,14,PatientTissueFromHU650,1.4258500,11.6228991600,16.5725107700,139.0943697000
315.81,15,PatientTissueFromHU750,1.4919000,11.5270672600,17.1972316500,134.0739233000
315.81,16,PatientTissueFromHU850,1.5592200,11.4305644700,17.8227647400,129.4005990000
315.81,17,PatientTissueFromHU950,1.6247800,11.3536319800,18.4471541600,125.0460428000
315.81,18,PatientTissueFromHU1050,1.6890400,11.2912813600,19.0714258600,120.9747634000
315.81,19,PatientTissueFromHU1150,1.7563600,11.2147157600,19.6970781600,117.1563700000
315.81,20,PatientTissueFromHU1250,1.8216000,11.1557776500,20.3213645700,113.5762070000
315.81,21,PatientTissueFromHU1350,1.8875600,11.0970237900,20.9462982300,110.2061792000
315.81,22,PatientTissueFromHU1450,1.9542400,11.0384536700,21.5717877000,107.0287876000
315.81,23,PatientTissueFromHU2247,2.4196000,10.9988024800,26.6127024900,86.7658536400
315.81,24,PatientTissueFromHU2995,4.5524800,8.8343760530,40.2183203000,57.8402663800
315.91,0,PatientTissueFromHUNegative975,0.0393235,10.8908921800,0.4282679985,5385.4453420000
315.91,1,PatientTissueFromHUNegative535,0.4700410,12.2951437700,5.7792216740,398.4417282000
315.91,2,PatientTissueFromHUNegative102,0.8749110,12.5978368400,11.0219860300,208.7350514000
315.91,3,PatientTissueFromHUNegative68,0.9126860,12.5337915600,11.4394160900,201.1520580000
315.91,4,PatientTissueFromHUNegative38,0.9471830,12.4674593300,11.8089655300,194.8918340000
315.91,5,PatientTissueFromHUNegative8,0.9803890,12.4212609800,12.1776676300,189.0171975000
315.91,6,PatientTissueFromHU12,1.0038600,12.3780531400,12.4258324300,185.2638198000
315.91,7,PatientTissueFromHU49,1.0430800,12.3024395700,12.8324286700,179.4354504000
315.91,8,PatientTissueFromHU100,1.0788000,12.1867134300,13.1470264500,175.1554533000
315.91,9,PatientTissueFromHU160,1.1085700,12.1893465200,13.5127438700,170.4151102000
315.91,10,PatientTissueFromHU250,1.1660600,12.0696158500,14.0738962500,163.6665550000
315.91,11,PatientTissueFromHU350,1.2314600,11.9353001800,14.6978447600,156.7672119000
315.91,12,PatientTissueFromHU450,1.2965800,11.8172938300,15.3220668400,150.4240041000
315.91,13,PatientTissueFromHU550,1.3606300,11.7192392400,15.9455484800,144.5778708000
315.91,14,PatientTissueFromHU650,1.4258500,11.6209153300,16.5696821200,139.1667849000
315.91,15,PatientTissueFromHU750,1.4919000,11.5251010600,17.1942982700,134.1437079000
315.91,16,PatientTissueFromHU850,1.5592200,11.4286160300,17.8197266800,129.4679344000
315.91,17,PatientTissueFromHU950,1.6247800,11.3516976900,18.4440113700,125.1110991000
315.91,18,PatientTissueFromHU1050,1.6890400,11.2893586100,19.0681782700,121.0376901000
315.91,19,PatientTissueFromHU1150,1.7563600,11.2128071000,19.6937258700,117.2172979000
315.91,20,PatientTissueFromHU1250,1.8216000,11.1538798600,20.3179075500,113.6352632000
315.91,21,PatientTissueFromHU1350,1.8875600,11.0951368300,20.9427364800,110.2634734000
315.91,22,PatientTissueFromHU1450,1.9542400,11.0365775100,21.5681212200,107.0844205000
315.91,23,PatientTissueFromHU2247,2.4196000,10.9969336400,26.6081806300,86.8109487200
315.91,24,PatientTissueFromHU2995,4.5524800,8.8328967180,40.2115856500,57.8701060300
316.01,0,PatientTissueFromHUNegative975,0.0393235,10.8890350800,0.4281949710,5388.2475640000
316.01,1,PatientTissueFromHUNegative535,0.4700410,12.2930381300,5.7782319340,398.6493864000
316.01,2,PatientTissueFromHUNegative102,0.8749110,12.5956743300,11.0200940200,208.8439340000
316.01,3,PatientTissueFromHUNegative68,0.9126860,12.5316410100,11.4374533100,201.2569674000
316.01,4,PatientTissueFromHUNegative38,0.9471830,12.4653211800,11.8069403100,194.9934605000
316.01,5,PatientTissueFromHUNegative8,0.9803890,12.4191315300,12.1755799400,189.1157470000
316.01,6,PatientTissueFromHU12,1.0038600,12.3759317600,12.4237028600,185.3604011000
316.01,7,PatientTissueFromHU49,1.0430800,12.3003324600,12.8302307800,179.5289715000
316.01,8,PatientTissueFromHU100,1.0788000,12.1846265900,13.1447751700,175.2467365000
316.01,9,PatientTissueFromHU160,1.1085700,12.1872592600,13.5104300000,170.5039228000
316.01,10,PatientTissueFromHU250,1.1660600,12.0675506700,14.0714881300,163.7518265000
316.01,11,PatientTissueFromHU350,1.2314600,11.9332596900,14.6953319800,156.8488635000
316.01,12,PatientTissueFromHU450,1.2965800,11.8152750800,15.3194493600,150.5023292000
316.01,13,PatientTissueFromHU550,1.3606300,11.7172385500,15.9428262900,144.6531334000
316.01,14,PatientTissueFromHU650,1.4258500,11.6189327600,16.5668552700,139.2392125000
316.01,15,PatientTissueFromHU750,1.4919000,11.5231361000,17.1913667500,134.2135044000
316.01,16,PatientTissueFromHU850,1.5592200,11.4266688200,17.8166905600,129.5352812000
316.01,17,PatientTissueFromHU950,1.6247800,11.3497646200,18.4408705700,125.1761664000
316.01,18,PatientTissueFromHU1050,1.6890400,11.2874370900,19.0649327400,121.1006275000
316.01,19,PatientTissueFromHU1150,1.7563600,11.2108996500,19.6903757100,117.2782362000
316.01,20,PatientTissueFromHU1250,1.8216000,11.1519832700,20.3144527300,113.6943294000
316.01,21,PatientTissueFromHU1350,1.8875600,11.0932510700,20.9391770000,110.3207774000
316.01,22,PatientTissueFromHU1450,1.9542400,11.0347025300,21.5644570800,107.1400629000
316.01,23,PatientTissueFromHU2247,2.4196000,10.9950659800,26.6036616400,86.8560514600
316.01,24,PatientTissueFromHU2995,4.5524800,8.8314183150,40.2048552500,57.8999506700
316.11,0,PatientTissueFromHUNegative975,0.0393235,10.8871791700,0.4281219900,5391.0502650000
316.11,1,PatientTissueFromHUNegative535,0.4700410,12.2909338200,5.7772428230,398.8570801000
316.11,2,PatientTissueFromHUNegative102,0.8749110,12.5935131900,11.0182032200,208.9528354000
316.11,3,PatientTissueFromHUNegative68,0.9126860,12.5294918300,11.4354917800,201.3618949000
316.11,4,PatientTissueFromHUNegative38,0.9471830,12.4631843800,11.8049163800,195.0951043000
316.11,5,PatientTissueFromHUNegative8,0.9803890,12.4170034400,12.1734935800,189.2143133000
316.11,6,PatientTissueFromHU12,1.0038600,12.3738117300,12.4215746500,185.4569990000
316.11,7,PatientTissueFromHU49,1.0430800,12.2982266800,12.8280342900,179.6225086000
316.11,8,PatientTissueFromHU100,1.0788000,12.1825410800,13.1425253100,175.3380353000
316.11,9,PatientTissueFromHU160,1.1085700,12.1851733400,13.5081176100,170.5927507000
316.11,10,PatientTissueFromHU250,1.1660600,12.0654868000,14.0690815400,163.8371127000
316.11,11,PatientTissueFromHU350,1.2314600,11.9312204900,14.6928207800,156.9305291000
316.11,12,PatientTissueFromHU450,1.2965800,11.8132576100,15.3168335500,150.5806676000
316.11,13,PatientTissueFromHU550,1.3606300,11.7152391400,15.9401058300,144.7284088000
316.11,14,PatientTissueFromHU650,1.4258500,11.6169514500,16.5640302200,139.3116525000
316.11,15,PatientTissueFromHU750,1.4919000,11.5211723900,17.1884370900,134.2833128000
316.11,16,PatientTissueFromHU850,1.5592200,11.4247228500,17.8136563600,129.6026395000
316.11,17,PatientTissueFromHU950,1.6247800,11.3478327900,18.4377317600,125.2412448000
316.11,18,PatientTissueFromHU1050,1.6890400,11.2855167900,19.0616892800,121.1635757000
316.11,19,PatientTissueFromHU1150,1.7563600,11.2089934100,19.6870276700,117.3391849000
316.11,20,PatientTissueFromHU1250,1.8216000,11.1500878900,20.3110001000,113.7534057000
316.11,21,PatientTissueFromHU1350,1.8875600,11.0913665100,20.9356197700,110.3780911000
316.11,22,PatientTissueFromHU1450,1.9542400,11.0328287500,21.5607952600,107.1957148000
316.11,23,PatientTissueFromHU2247,2.4196000,10.9931995000,26.5991455200,86.9011618600
316.11,24,PatientTissueFromHU2995,4.5524800,8.8299408430,40.1981290900,57.9298003100
316.21,0,PatientTissueFromHUNegative975,0.0393235,10.8853244300,0.4280490554,5393.8534430000
316.21,1,PatientTissueFromHUNegative535,0.4700410,12.2888308500,5.7762543400,399.0648095000
316.21,2,PatientTissueFromHUNegative102,0.8749110,12.5913534300,11.0163136200,209.0617554000
316.21,3,PatientTissueFromHUNegative68,0.9126860,12.5273440200,11.4335315000,201.4668403000
316.21,4,PatientTissueFromHUNegative38,0.9471830,12.4610489500,11.8028937300,195.1967656000
316.21,5,PatientTissueFromHUNegative8,0.9803890,12.4148767000,12.1714085500,189.3128966000
316.21,6,PatientTissueFromHU12,1.0038600,12.3716930500,12.4194477900,185.5536133000
316.21,7,PatientTissueFromHU49,1.0430800,12.2961222400,12.8258391900,179.7160617000
316.21,8,PatientTissueFromHU100,1.0788000,12.1804568900,13.1402768900,175.4293498000
316.21,9,PatientTissueFromHU160,1.1085700,12.1830887400,13.5058066800,170.6815938000
316.21,10,PatientTissueFromHU250,1.1660600,12.0634242500,14.0666764800,163.9224134000
316.21,11,PatientTissueFromHU350,1.2314600,11.9291825900,14.6903111900,157.0122086000
316.21,12,PatientTissueFromHU450,1.2965800,11.8112414200,15.3142194000,150.6590195000
316.21,13,PatientTissueFromHU550,1.3606300,11.7132410000,15.9373871000,144.8036970000
316.21,14,PatientTissueFromHU650,1.4258500,11.6149713900,16.5612069600,139.3841048000
316.21,15,PatientTissueFromHU750,1.4919000,11.5192099300,17.1855093000,134.3531332000
316.21,16,PatientTissueFromHU850,1.5592200,11.4227781100,17.8106240900,129.6700093000
316.21,17,PatientTissueFromHU950,1.6247800,11.3459021800,18.4345949500,125.3063342000
316.21,18,PatientTissueFromHU1050,1.6890400,11.2835977100,19.0584478700,121.2265345000
316.21,19,PatientTissueFromHU1150,1.7563600,11.2070883900,19.6836817600,117.4001439000
316.21,20,PatientTissueFromHU1250,1.8216000,11.1481937100,20.3075496700,113.8124920000
316.21,21,PatientTissueFromHU1350,1.8875600,11.0894831400,20.9320648000,110.4354145000
316.21,22,PatientTissueFromHU1450,1.9542400,11.0309561600,21.5571357700,107.2513761000
316.21,23,PatientTissueFromHU2247,2.4196000,10.9913342200,26.5946322700,86.9462799200
316.21,24,PatientTissueFromHU2995,4.5524800,8.8284643020,40.1914071700,57.9596549400
316.31,0,PatientTissueFromHUNegative975,0.0393235,10.8834708800,0.4279761670,5396.6570990000
316.31,1,PatientTissueFromHUNegative535,0.4700410,12.2867292100,5.7752664850,399.2725743000
316.31,2,PatientTissueFromHUNegative102,0.8749110,12.5891950400,11.0144252200,209.1706941000
316.31,3,PatientTissueFromHUNegative68,0.9126860,12.5251975700,11.4315724700,201.5718038000
316.31,4,PatientTissueFromHUNegative38,0.9471830,12.4589148700,11.8008723700,195.2984443000
316.31,5,PatientTissueFromHUNegative8,0.9803890,12.4127513100,12.1693248500,189.4114968000
316.31,6,PatientTissueFromHU12,1.0038600,12.3695757100,12.4173222800,185.6502443000
316.31,7,PatientTissueFromHU49,1.0430800,12.2940191400,12.8236454900,179.8096308000
316.31,8,PatientTissueFromHU100,1.0788000,12.1783740300,13.1380299000,175.5206799000
316.31,9,PatientTissueFromHU160,1.1085700,12.1810054600,13.5034972300,170.7704521000
316.31,10,PatientTissueFromHU250,1.1660600,12.0613630000,14.0642729400,164.0077286000
316.31,11,PatientTissueFromHU350,1.2314600,11.9271459800,14.6878031900,157.0939021000
316.31,12,PatientTissueFromHU450,1.2965800,11.8092265200,15.3116069200,150.7373847000
316.31,13,PatientTissueFromHU550,1.3606300,11.7112441300,15.9346701000,144.8789981000
316.31,14,PatientTissueFromHU650,1.4258500,11.6129926000,16.5583854900,139.4565695000
316.31,15,PatientTissueFromHU750,1.4919000,11.5172487200,17.1825833600,134.4229654000
316.31,16,PatientTissueFromHU850,1.5592200,11.4208346100,17.8075937400,129.7373905000
316.31,17,PatientTissueFromHU950,1.6247800,11.3439728000,18.4314601300,125.3714348000
316.31,18,PatientTissueFromHU1050,1.6890400,11.2816798400,19.0552085200,121.2895041000
316.31,19,PatientTissueFromHU1150,1.7563600,11.2051845700,19.6803379700,117.4611133000
316.31,20,PatientTissueFromHU1250,1.8216000,11.1463007400,20.3041014200,113.8715883000
316.31,21,PatientTissueFromHU1350,1.8875600,11.0876009700,20.9285120900,110.4927477000
316.31,22,PatientTissueFromHU1450,1.9542400,11.0290847600,21.5534786000,107.3070468000
316.31,23,PatientTissueFromHU2247,2.4196000,10.9894701100,26.5901218900,86.9914056400
316.31,24,PatientTissueFromHU2995,4.5524800,8.8269886920,40.1846894800,57.9895145700
316.41,0,PatientTissueFromHUNegative975,0.0393235,10.8816185000,0.4279033249,5399.4612320000
316.41,1,PatientTissueFromHUNegative535,0.4700410,12.2846289100,5.7742792580,399.4803747000
316.41,2,PatientTissueFromHUNegative102,0.8749110,12.5870380200,11.0125380200,209.2796514000
316.41,3,PatientTissueFromHUNegative68,0.9126860,12.5230524800,11.4296146700,201.6767852000
316.41,4,PatientTissueFromHUNegative38,0.9471830,12.4567821500,11.7988522900,195.4001404000
316.41,5,PatientTissueFromHUNegative8,0.9803890,12.4106272700,12.1672424600,189.5101138000
316.41,6,PatientTissueFromHU12,1.0038600,12.3674597200,12.4151981200,185.7468917000
316.41,7,PatientTissueFromHU49,1.0430800,12.2919173800,12.8214531800,179.9032160000
316.41,8,PatientTissueFromHU100,1.0788000,12.1762924800,13.1357843300,175.6120256000
316.41,9,PatientTissueFromHU160,1.1085700,12.1789235100,13.5011892400,170.8593255000
316.41,10,PatientTissueFromHU250,1.1660600,12.0593030700,14.0618709300,164.0930585000
316.41,11,PatientTissueFromHU350,1.2314600,11.9251106600,14.6852967800,157.1756095000
316.41,12,PatientTissueFromHU450,1.2965800,11.8072128900,15.3089960900,150.8157633000
316.41,13,PatientTissueFromHU550,1.3606300,11.7092485200,15.9319548200,144.9543120000
316.41,14,PatientTissueFromHU650,1.4258500,11.6110150600,16.5555658200,139.5290465000
316.41,15,PatientTissueFromHU750,1.4919000,11.5152887500,17.1796592800,134.4928095000
316.41,16,PatientTissueFromHU850,1.5592200,11.4188923400,17.8045653200,129.8047832000
316.41,17,PatientTissueFromHU950,1.6247800,11.3420446500,18.4283273000,125.4365464000
316.41,18,PatientTissueFromHU1050,1.6890400,11.2797631900,19.0519712300,121.3524843000
316.41,19,PatientTissueFromHU1150,1.7563600,11.2032819600,19.6769963100,117.5220930000
316.41,20,PatientTissueFromHU1250,1.8216000,11.1444089600,20.3006553700,113.9306947000
