# Canonical Geant4/TOPAS C12 Stopping Power Table for 25 Schneider Sections
energy_mevu,section_id,material_name,density_g_cm3,mass_stopping_power_mev_mm_per_g_cm3,linear_stopping_power_mev_per_mm,csda_range_mm
217.81,7,PatientTissueFromHU49,1.0430800,15.2919627200,15.9507404700,96.2198709000
217.81,8,PatientTissueFromHU100,1.0788000,15.1474340800,16.3410518800,93.9295245200
217.81,9,PatientTissueFromHU160,1.1085700,15.1506571400,16.7955639800,91.3874070700
217.81,10,PatientTissueFromHU250,1.1660600,14.9994690200,17.4902808500,87.7844958700
217.81,11,PatientTissueFromHU350,1.2314600,14.8299816100,18.2625291600,84.1008756900
217.81,12,PatientTissueFromHU450,1.2965800,14.6809888800,19.0350765600,80.7130986400
217.81,13,PatientTissueFromHU550,1.3606300,14.5571823100,19.8069389700,77.5886326600
217.81,14,PatientTissueFromHU650,1.4258500,14.4330467200,20.5793596600,74.6968661800
217.81,15,PatientTissueFromHU750,1.4919000,14.3121295100,21.3522660200,72.0120812400
217.81,16,PatientTissueFromHU850,1.5592200,14.1903514200,22.1258797400,69.5132891100
217.81,17,PatientTissueFromHU950,1.6247800,14.0932708900,22.8984646800,67.1828931200
217.81,18,PatientTissueFromHU1050,1.6890400,14.0144795800,23.6710165900,65.0031901600
217.81,19,PatientTissueFromHU1150,1.7563600,13.9178680900,24.4447868000,62.9599258400
217.81,20,PatientTissueFromHU1250,1.8216000,13.8434574400,25.2172420800,61.0425789100
217.81,21,PatientTissueFromHU1350,1.8875600,13.7692826900,25.9903472300,59.2378115000
217.81,22,PatientTissueFromHU1450,1.9542400,13.6953429300,26.7639869700,57.5362520600
217.81,23,PatientTissueFromHU2247,2.4196000,13.6452734800,33.0161037100,46.6469340500
217.81,24,PatientTissueFromHU2995,4.5524800,10.9223637300,49.7238424200,31.2544989200
217.91,0,PatientTissueFromHUNegative975,0.0393235,13.5210888900,0.5316965390,2893.2460700000
217.91,1,PatientTissueFromHUNegative535,0.4700410,15.2781743700,7.1813683610,213.8316201000
217.91,2,PatientTissueFromHUNegative102,0.8749110,15.6618896000,13.7027595000,111.9582218000
217.91,3,PatientTissueFromHUNegative68,0.9126860,15.5808070400,14.2203844500,107.9027746000
217.91,4,PatientTissueFromHUNegative38,0.9471830,15.4968163900,14.6783210400,104.5567149000
217.91,5,PatientTissueFromHUNegative8,0.9803890,15.4382119500,15.1354531700,101.4141658000
217.91,6,PatientTissueFromHU12,1.0038600,15.3835133100,15.4428936700,99.4078944200
217.91,7,PatientTissueFromHU49,1.0430800,15.2875719700,15.9461605700,96.2951133200
217.91,8,PatientTissueFromHU100,1.0788000,15.1430856900,16.3363608400,94.0029697500
217.91,9,PatientTissueFromHU160,1.1085700,15.1463078800,16.7907425300,91.4588647700
217.91,10,PatientTissueFromHU250,1.1660600,14.9951662100,17.4852635100,87.8531152500
217.91,11,PatientTissueFromHU350,1.2314600,14.8257307100,18.2572943400,84.1665934200
217.91,12,PatientTissueFromHU450,1.2965800,14.6767837200,19.0296242400,80.7761491800
217.91,13,PatientTissueFromHU550,1.3606300,14.5530151800,19.8012690400,77.6492261600
217.91,14,PatientTissueFromHU650,1.4258500,14.4289176800,20.5734722800,74.7551853700
217.91,15,PatientTissueFromHU750,1.4919000,14.3080375300,21.3461612000,72.0682894000
217.91,16,PatientTissueFromHU850,1.5592200,14.1862967800,22.1195576600,69.5675319900
217.91,17,PatientTissueFromHU950,1.6247800,14.0892460200,22.8919251500,67.2353058600
217.91,18,PatientTissueFromHU1050,1.6890400,14.0104790100,23.6642594600,65.0538923100
217.91,19,PatientTissueFromHU1150,1.7563600,13.9138971300,24.4378123700,63.0090230700
217.91,20,PatientTissueFromHU1250,1.8216000,13.8395093500,25.2100502300,61.0901721800
217.91,21,PatientTissueFromHU1350,1.8875600,13.7653573800,25.9829379800,59.2839890700
217.91,22,PatientTissueFromHU1450,1.9542400,13.6914403400,26.7563603700,57.5810948200
217.91,23,PatientTissueFromHU2247,2.4196000,13.6413862800,33.0066982500,46.6832851200
217.91,24,PatientTissueFromHU2995,4.5524800,10.9193063900,49.7099239500,31.2786355900
218.01,0,PatientTissueFromHUNegative975,0.0393235,13.5172249000,0.5315445933,2895.5033190000
218.01,1,PatientTissueFromHUNegative535,0.4700410,15.2737906700,7.1793078420,213.9987431000
218.01,2,PatientTissueFromHUNegative102,0.8749110,15.6573860700,13.6988193000,112.0458080000
218.01,3,PatientTissueFromHUNegative68,0.9126860,15.5763286900,14.2162971300,107.9871726000
218.01,4,PatientTissueFromHUNegative38,0.9471830,15.4923641500,14.6741039500,104.6384799000
218.01,5,PatientTissueFromHUNegative8,0.9803890,15.4337780600,15.1311062400,101.4934612000
218.01,6,PatientTissueFromHU12,1.0038600,15.3790964100,15.4384597200,99.4856112200
218.01,7,PatientTissueFromHU49,1.0430800,15.2831851500,15.9415847600,96.3703773400
218.01,8,PatientTissueFromHU100,1.0788000,15.1387411900,16.3316740000,94.0764360600
218.01,9,PatientTissueFromHU160,1.1085700,15.1419625200,16.7859253900,91.5303429700
218.01,10,PatientTissueFromHU250,1.1660600,14.9908672500,17.4802506600,87.9217543100
218.01,11,PatientTissueFromHU350,1.2314600,14.8214836100,18.2520642100,84.2323299900
218.01,12,PatientTissueFromHU450,1.2965800,14.6725823300,19.0241767900,80.8392177800
218.01,13,PatientTissueFromHU550,1.3606300,14.5488517600,19.7956041700,77.7098370100
218.01,14,PatientTissueFromHU650,1.4258500,14.4247923400,20.5675901600,74.8135212500
218.01,15,PatientTissueFromHU750,1.4919000,14.3039492100,21.3400618300,72.1245136300
218.01,16,PatientTissueFromHU850,1.5592200,14.1822457600,22.1132412400,69.6217903700
218.01,17,PatientTissueFromHU950,1.6247800,14.0852247400,22.8853914500,67.2877335800
218.01,18,PatientTissueFromHU1050,1.6890400,14.0064820000,23.6575083700,65.1046089300
218.01,19,PatientTissueFromHU1150,1.7563600,13.9099297200,24.4308441600,63.0581343000
218.01,20,PatientTissueFromHU1250,1.8216000,13.8355647800,25.2028648000,61.1377790300
218.01,21,PatientTissueFromHU1350,1.8875600,13.7614355800,25.9755353400,59.3301798000
218.01,22,PatientTissueFromHU1450,1.9542400,13.6875412300,26.7487405700,57.6259503600
218.01,23,PatientTissueFromHU2247,2.4196000,13.6375025500,32.9973011800,46.7196465600
218.01,24,PatientTissueFromHU2995,4.5524800,10.9162517500,49.6960177800,31.3027790200
218.11,0,PatientTissueFromHUNegative975,0.0393235,13.5133643600,0.5313927833,2897.7612130000
218.11,1,PatientTissueFromHUNegative535,0.4700410,15.2694108900,7.1772491660,214.1659141000
218.11,2,PatientTissueFromHUNegative102,0.8749110,15.6528865600,13.6948826300,112.1334193000
218.11,3,PatientTissueFromHUNegative68,0.9126860,15.5718543500,14.2122134600,108.0715949000
218.11,4,PatientTissueFromHUNegative38,0.9471830,15.4879158900,14.6698906400,104.7202683000
218.11,5,PatientTissueFromHUNegative8,0.9803890,15.4293481400,15.1267631900,101.5727794000
218.11,6,PatientTissueFromHU12,1.0038600,15.3746834600,15.4340297400,99.5633503400
218.11,7,PatientTissueFromHU49,1.0430800,15.2788022500,15.9370130500,96.4456629600
218.11,8,PatientTissueFromHU100,1.0788000,15.1344005800,16.3269913500,94.1499234500
218.11,9,PatientTissueFromHU160,1.1085700,15.1376210400,16.7811125600,91.6018416900
218.11,10,PatientTissueFromHU250,1.1660600,14.9865721200,17.4752422900,87.9904130500
218.11,11,PatientTissueFromHU350,1.2314600,14.8172403100,18.2468387500,84.2980853900
218.11,12,PatientTissueFromHU450,1.2965800,14.6683846800,19.0187342100,80.9023044400
218.11,13,PatientTissueFromHU550,1.3606300,14.5446920700,19.7899443700,77.7704651900
218.11,14,PatientTissueFromHU650,1.4258500,14.4206706800,20.5617132900,74.8718738100
218.11,15,PatientTissueFromHU750,1.4919000,14.2998645400,21.3339679100,72.1807539200
218.11,16,PatientTissueFromHU850,1.5592200,14.1781983600,22.1069304500,69.6760642400
218.11,17,PatientTissueFromHU950,1.6247800,14.0812070500,22.8788635900,67.3401762500
218.11,18,PatientTissueFromHU1050,1.6890400,14.0024885700,23.6507633000,65.1553400100
218.11,19,PatientTissueFromHU1150,1.7563600,13.9059658500,24.4238821700,63.1072595400
218.11,20,PatientTissueFromHU1250,1.8216000,13.8316237300,25.1956857800,61.1853994500
218.11,21,PatientTissueFromHU1350,1.8875600,13.7575172800,25.9681393100,59.3763837000
218.11,22,PatientTissueFromHU1450,1.9542400,13.6836456000,26.7411275700,57.6708186700
218.11,23,PatientTissueFromHU2247,2.4196000,13.6336222900,32.9879124900,46.7560183400
218.11,24,PatientTissueFromHU2995,4.5524800,10.9131998200,49.6821238900,31.3269292000
218.21,0,PatientTissueFromHUNegative975,0.0393235,13.5095072600,0.5312411088,2900.0197520000
218.21,1,PatientTissueFromHUNegative535,0.4700410,15.2650350300,7.1751923300,214.3331331000
218.21,2,PatientTissueFromHUNegative102,0.8749110,15.6483910700,13.6909494800,112.2210559000
218.21,3,PatientTissueFromHUNegative68,0.9126860,15.5673840000,14.2081334400,108.1560415000
218.21,4,PatientTissueFromHUNegative38,0.9471830,15.4834716100,14.6656810900,104.8020803000
218.21,5,PatientTissueFromHUNegative8,0.9803890,15.4249221800,15.1224240300,101.6521204000
218.21,6,PatientTissueFromHU12,1.0038600,15.3702744600,15.4296037200,99.6411117600
218.21,7,PatientTissueFromHU49,1.0430800,15.2744232600,15.9324454200,96.5209701700
218.21,8,PatientTissueFromHU100,1.0788000,15.1300638500,16.3223128800,94.2234319100
218.21,9,PatientTissueFromHU160,1.1085700,15.1332834500,16.7763040300,91.6733609000
218.21,10,PatientTissueFromHU250,1.1660600,14.9822808400,17.4702383900,88.0590914500
218.21,11,PatientTissueFromHU350,1.2314600,14.8130007900,18.2416179600,84.3638596200
218.21,12,PatientTissueFromHU450,1.2965800,14.6641907900,19.0132964900,80.9654091400
218.21,13,PatientTissueFromHU550,1.3606300,14.5405360900,19.7842896100,77.8311107100
218.21,14,PatientTissueFromHU650,1.4258500,14.4165527000,20.5558416700,74.9302430400
218.21,15,PatientTissueFromHU750,1.4919000,14.2957835200,21.3278794300,72.2370102800
218.21,16,PatientTissueFromHU850,1.5592200,14.1741545800,22.1006253000,69.7303536000
218.21,17,PatientTissueFromHU950,1.6247800,14.0771929500,22.8723415600,67.3926338900
218.21,18,PatientTissueFromHU1050,1.6890400,13.9984987000,23.6440242500,65.2060855600
218.21,19,PatientTissueFromHU1150,1.7563600,13.9020055100,24.4169264000,63.1563987800
218.21,20,PatientTissueFromHU1250,1.8216000,13.8276861900,25.1885131700,61.2330334300
218.21,21,PatientTissueFromHU1350,1.8875600,13.7536024700,25.9607498800,59.4226007400
218.21,22,PatientTissueFromHU1450,1.9542400,13.6797534400,26.7335213600,57.7156997500
218.21,23,PatientTissueFromHU2247,2.4196000,13.6297454900,32.9785321900,46.7924004800
218.21,24,PatientTissueFromHU2995,4.5524800,10.9101505700,49.6682422800,31.3510861300
218.31,0,PatientTissueFromHUNegative975,0.0393235,13.5056536100,0.5310895697,2902.2789350000
218.31,1,PatientTissueFromHUNegative535,0.4700410,15.2606630700,7.1731373310,214.5003999000
218.31,2,PatientTissueFromHUNegative102,0.8749110,15.6438996100,13.6870198500,112.3087176000
218.31,3,PatientTissueFromHUNegative68,0.9126860,15.5629176600,14.2040570700,108.2405122000
218.31,4,PatientTissueFromHUNegative38,0.9471830,15.4790313000,14.6614753000,104.8839157000
218.31,5,PatientTissueFromHUNegative8,0.9803890,15.4205001700,15.1180887400,101.7314841000
218.31,6,PatientTissueFromHU12,1.0038600,15.3658694000,15.4251816500,99.7188954800
218.31,7,PatientTissueFromHU49,1.0430800,15.2700481900,15.9278818700,96.5962989600
218.31,8,PatientTissueFromHU100,1.0788000,15.1257309900,16.3176385900,94.2969614300
218.31,9,PatientTissueFromHU160,1.1085700,15.1289497200,16.7714997900,91.7449006000
218.31,10,PatientTissueFromHU250,1.1660600,14.9779933900,17.4652389700,88.1277895300
218.31,11,PatientTissueFromHU350,1.2314600,14.8087650700,18.2364018300,84.4296526600
218.31,12,PatientTissueFromHU450,1.2965800,14.6600006400,19.0078636300,81.0285318800
218.31,13,PatientTissueFromHU550,1.3606300,14.5363838200,19.7786399100,77.8917735600
218.31,14,PatientTissueFromHU650,1.4258500,14.4124384000,20.5499752900,74.9886289400
218.31,15,PatientTissueFromHU750,1.4919000,14.2917061400,21.3217963900,72.2932826900
218.31,16,PatientTissueFromHU850,1.5592200,14.1701144000,22.0943257700,69.7846584500
218.31,17,PatientTissueFromHU950,1.6247800,14.0731824300,22.8658253400,67.4451064800
218.31,18,PatientTissueFromHU1050,1.6890400,13.9945123900,23.6372912100,65.2568455700
218.31,19,PatientTissueFromHU1150,1.7563600,13.8980487100,24.4099768300,63.2055520100
218.31,20,PatientTissueFromHU1250,1.8216000,13.8237521700,25.1813469600,61.2806809700
218.31,21,PatientTissueFromHU1350,1.8875600,13.7496911500,25.9533670300,59.4688309400
218.31,22,PatientTissueFromHU1450,1.9542400,13.6758647500,26.7259219300,57.7605935900
218.31,23,PatientTissueFromHU2247,2.4196000,13.6258721400,32.9691602400,46.8287929500
218.31,24,PatientTissueFromHU2995,4.5524800,10.9071040200,49.6543729200,31.3752498100
218.41,0,PatientTissueFromHUNegative975,0.0393235,13.5018033900,0.5309381658,2904.5387630000
218.41,1,PatientTissueFromHUNegative535,0.4700410,15.2562950200,7.1710841680,214.6677147000
218.41,2,PatientTissueFromHUNegative102,0.8749110,15.6394121500,13.6830937300,112.3964045000
218.41,3,PatientTissueFromHUNegative68,0.9126860,15.5584553000,14.1999843400,108.3250073000
218.41,4,PatientTissueFromHUNegative38,0.9471830,15.4745949500,14.6572732700,104.9657746000
218.41,5,PatientTissueFromHUNegative8,0.9803890,15.4160821100,15.1137573300,101.8108706000
218.41,6,PatientTissueFromHU12,1.0038600,15.3614682700,15.4207635300,99.7967015000
218.41,7,PatientTissueFromHU49,1.0430800,15.2656770300,15.9233224000,96.6716493300
218.41,8,PatientTissueFromHU100,1.0788000,15.1214020000,16.3129684800,94.3705120100
218.41,9,PatientTissueFromHU160,1.1085700,15.1246198700,16.7666998500,91.8164608000
218.41,10,PatientTissueFromHU250,1.1660600,14.9737097600,17.4602440100,88.1965072600
218.41,11,PatientTissueFromHU350,1.2314600,14.8045331200,18.2311903500,84.4954645200
218.41,12,PatientTissueFromHU450,1.2965800,14.6558142300,19.0024356100,81.0916726700
218.41,13,PatientTissueFromHU550,1.3606300,14.5322352500,19.7729952500,77.9524537300
218.41,14,PatientTissueFromHU650,1.4258500,14.4083277700,20.5441141500,75.0470315000
218.41,15,PatientTissueFromHU750,1.4919000,14.2876323900,21.3157187700,72.3495711500
218.41,16,PatientTissueFromHU850,1.5592200,14.1660778200,22.0880318600,69.8389787700
218.41,17,PatientTissueFromHU950,1.6247800,14.0691754800,22.8593149400,67.4975940100
218.41,18,PatientTissueFromHU1050,1.6890400,13.9905296400,23.6305641800,65.3076200400
218.41,19,PatientTissueFromHU1150,1.7563600,13.8940954300,24.4030334600,63.2547192300
218.41,20,PatientTissueFromHU1250,1.8216000,13.8198216600,25.1741871300,61.3283420700
218.41,21,PatientTissueFromHU1350,1.8875600,13.7457833200,25.9459907600,59.5150742900
218.41,22,PatientTissueFromHU1450,1.9542400,13.6719795300,26.7183292800,57.8055002000
218.41,23,PatientTissueFromHU2247,2.4196000,13.6220022500,32.9597966400,46.8651957800
218.41,24,PatientTissueFromHU2995,4.5524800,10.9040601600,49.6405158000,31.3994202400
218.51,0,PatientTissueFromHUNegative975,0.0393235,13.4979566100,0.5307868969,2906.7992350000
218.51,1,PatientTissueFromHUNegative535,0.4700410,15.2519308700,7.1690328370,214.8350773000
218.51,2,PatientTissueFromHUNegative102,0.8749110,15.6349287100,13.6791711100,112.4841165000
218.51,3,PatientTissueFromHUNegative68,0.9126860,15.5539969300,14.1959152400,108.4095265000
218.51,4,PatientTissueFromHUNegative38,0.9471830,15.4701625700,14.6530750000,105.0476569000
218.51,5,PatientTissueFromHUNegative8,0.9803890,15.4116680000,15.1094297800,101.8902798000
218.51,6,PatientTissueFromHU12,1.0038600,15.3570710700,15.4163493600,99.8745297900
218.51,7,PatientTissueFromHU49,1.0430800,15.2613097700,15.9187669900,96.7470212700
218.51,8,PatientTissueFromHU100,1.0788000,15.1170768800,16.3083025300,94.4440836400
218.51,9,PatientTissueFromHU160,1.1085700,15.1202938800,16.7619041900,91.8880414700
218.51,10,PatientTissueFromHU250,1.1660600,14.9694299600,17.4552535000,88.2652446500
218.51,11,PatientTissueFromHU350,1.2314600,14.8003049500,18.2259835300,84.5612951900
218.51,12,PatientTissueFromHU450,1.2965800,14.6516315500,18.9970124400,81.1548314800
218.51,13,PatientTissueFromHU550,1.3606300,14.5280903900,19.7673556200,78.0131512200
218.51,14,PatientTissueFromHU650,1.4258500,14.4042208000,20.5382582300,75.1054507100
218.51,15,PatientTissueFromHU750,1.4919000,14.2835622800,21.3096465700,72.4058756500
218.51,16,PatientTissueFromHU850,1.5592200,14.1620448400,22.0817435600,69.8933145700
218.51,17,PatientTissueFromHU950,1.6247800,14.0651721100,22.8528103400,67.5500965000
218.51,18,PatientTissueFromHU1050,1.6890400,13.9865504300,23.6238431400,65.3584089500
218.51,19,PatientTissueFromHU1150,1.7563600,13.8901456800,24.3960962700,63.3039004300
218.51,20,PatientTissueFromHU1250,1.8216000,13.8158946400,25.1670336800,61.3760167200
218.51,21,PatientTissueFromHU1350,1.8875600,13.7418789700,25.9386210700,59.5613307800
218.51,22,PatientTissueFromHU1450,1.9542400,13.6680977700,26.7107433800,57.8504195700
218.51,23,PatientTissueFromHU2247,2.4196000,13.6181358000,32.9504413900,46.9016089400
218.51,24,PatientTissueFromHU2995,4.5524800,10.9010189800,49.6266709100,31.4235974100
218.61,0,PatientTissueFromHUNegative975,0.0393235,13.4941132600,0.5306357627,2909.0603520000
218.61,1,PatientTissueFromHUNegative535,0.4700410,15.2475706100,7.1669833360,215.0024879000
218.61,2,PatientTissueFromHUNegative102,0.8749110,15.6304492600,13.6752520000,112.5718537000
218.61,3,PatientTissueFromHUNegative68,0.9126860,15.5495425400,14.1918497800,108.4940700000
218.61,4,PatientTissueFromHUNegative38,0.9471830,15.4657341500,14.6488804700,105.1295627000
218.61,5,PatientTissueFromHUNegative8,0.9803890,15.4072578300,15.1051061000,101.9697118000
218.61,6,PatientTissueFromHU12,1.0038600,15.3526777900,15.4119391300,99.9523803700
218.61,7,PatientTissueFromHU49,1.0430800,15.2569464000,15.9142156600,96.8224147700
218.61,8,PatientTissueFromHU100,1.0788000,15.1127556100,16.3036407500,94.5176763100
218.61,9,PatientTissueFromHU160,1.1085700,15.1159717500,16.7571128100,91.9596426100
218.61,10,PatientTissueFromHU250,1.1660600,14.9651539800,17.4502674500,88.3340016800
218.61,11,PatientTissueFromHU350,1.2314600,14.7960805500,18.2207813500,84.6271446500
218.61,12,PatientTissueFromHU450,1.2965800,14.6474526000,18.9915941000,81.2180083200
218.61,13,PatientTissueFromHU550,1.3606300,14.5239492200,19.7617210200,78.0738660200
218.61,14,PatientTissueFromHU650,1.4258500,14.4001175000,20.5324075300,75.1638865800
218.61,15,PatientTissueFromHU750,1.4919000,14.2794958000,21.3035797800,72.4621961900
218.61,16,PatientTissueFromHU850,1.5592200,14.1580154600,22.0754608700,69.9476658400
218.61,17,PatientTissueFromHU950,1.6247800,14.0611723000,22.8463115300,67.6026139200
218.61,18,PatientTissueFromHU1050,1.6890400,13.9825747700,23.6171280900,65.4092123100
218.61,19,PatientTissueFromHU1150,1.7563600,13.8861994500,24.3891652600,63.3530956200
218.61,20,PatientTissueFromHU1250,1.8216000,13.8119711300,25.1598866100,61.4237049200
218.61,21,PatientTissueFromHU1350,1.8875600,13.7379781000,25.9312579400,59.6076004100
218.61,22,PatientTissueFromHU1450,1.9542400,13.6642194600,26.7031642400,57.8953516800
218.61,23,PatientTissueFromHU2247,2.4196000,13.6142728000,32.9410944600,46.9380324300
218.61,24,PatientTissueFromHU2995,4.5524800,10.8979804900,49.6128382100,31.4477813300
218.71,0,PatientTissueFromHUNegative975,0.0393235,13.4902733300,0.5304847633,2911.3221120000
